Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,Relative Strength Short Term,Short Term Percentile,10D_RS,10D_RS_Percentile,1M_RS,1M_RS_Percentile,3M_RS,3M_RS_Percentile,6M_RS,6M_RS_Percentile,Price,5D_ReturnPct,10D_ReturnPct,20D_ReturnPct,50D_ReturnPct,200D_ReturnPct,200D_ReturnPct_Percentile,MarketCap,Float,ShortFloatPct,PctFrom52WkHigh,Volume,VolumeVsAvgVol30,MA5,PriceVsMA5Pct,MA10,PriceVsMA10Pct,MA21,PriceVsMA21Pct,MA50,PriceVsMA50Pct,ATR14Pct,LoDDistATR,AvgVol10,AvgVol30,AvgVol50,RevenueGrowth
1301,FCFS,Financial Services,Credit Services,NASDAQ,114.01,77.14,97.02,34.95,119.96,83.04,121.63,83.91,127.16,82.9,106.88,74.57,212.45,-6.43,-2.72,-4.84,5.06,46.04,82.84,9953119917.128952,43836687.0,0.039100002,-9.97,1065310,2.43,220.19,-3.52,222.06,-4.33,220.86,-3.81,220.81,-3.79,4.39,21.64,538821,438657,416692,0.257
1302,CRNC,Technology,Software - Application,NASDAQ,113.99,77.11,108.38,74.25,109.15,75.57,115.32,81.4,61.33,14.28,105.29,73.13,10.61,-1.49,-1.76,-10.61,26.91,10.06,59.19,486672723.6153374,45187809.0,0.1399,-22.77,1468550,1.26,10.2,4.02,10.35,2.51,11.0,-3.55,10.19,4.12,7.84,102.15,999725,1160958,1086663,-0.177
1303,VRNS,Technology,Software - Infrastructure,NASDAQ,113.98,77.09,139.56,96.17,87.44,39.31,85.28,38.36,51.4,9.55,57.3,12.53,40.3,20.73,20.44,26.69,74.16,-29.74,24.26,3920405252.7077065,117447727.0,0.0871,-36.93,4793117,2.16,36.78,9.57,35.14,14.68,34.32,17.42,30.25,33.22,5.57,98.08,3104281,2214877,2464408,0.269
1304,IONQ,Technology,Computer Hardware,NYSE,113.98,77.09,98.55,40.12,128.96,87.16,143.21,90.19,73.59,22.32,96.87,62.52,49.31,-12.8,-14.97,-29.7,14.01,12.07,61.13,21108415274.61763,373269948.0,0.15609999,-41.74,22295282,0.77,53.93,-8.57,55.6,-11.31,60.17,-18.05,54.51,-9.54,10.99,9.96,23612168,29129712,32341171,7.547
1305,CTEV,Healthcare,Health Information Services,NYSE,113.97,77.06,133.82,95.27,106.28,72.59,92.66,56.97,43.5,6.96,107.08,74.88,33.15,12.68,3.5,34.98,74.38,-54.24,12.69,501545953.6806431,17047789.0,0.113000005,-55.25,146660,0.78,31.37,5.67,30.82,7.56,29.05,14.11,25.53,29.85,7.93,63.18,122056,186985,151433,0.058
1306,HAE,Healthcare,Medical Devices,NYSE,113.94,77.03,115.02,85.8,108.88,75.31,88.85,48.75,81.54,28.36,116.45,81.76,77.29,4.21,-3.19,15.29,24.76,42.5,81.67,3370728475.89592,45445983.0,0.088199995,-11.49,791369,0.79,74.62,3.58,74.95,3.12,73.2,5.59,64.89,19.11,4.52,25.17,940546,996705,947155,0.048
1307,ASTE,Industrials,Farm & Heavy Construction Machinery,NASDAQ,113.94,77.03,118.72,88.86,93.69,55.3,88.87,48.79,125.9,82.4,100.65,68.37,61.07,8.82,21.44,20.83,3.17,34.29,77.91,1290346371.0412216,22992630.0,0.0291,-7.03,577538,2.8,59.28,3.02,56.18,8.7,53.35,14.47,54.25,12.57,4.05,53.38,229283,206277,222674,0.203
1308,TII,Basic Materials,Other Industrial Metals & Mining,NYSE ARCA,113.94,77.03,87.58,16.84,119.12,82.63,136.21,88.55,286.44,97.97,402.59,98.65,2.1,-2.78,4.48,-12.13,-26.06,44.03,82.24,212302313.07613564,98288104.0,1.63,-62.83,24293510,15.41,2.23,-5.83,2.23,-5.83,2.21,-4.98,2.42,-13.22,12.11,31.46,4205211,1576593,1050670,0.224
1309,HRI,Industrials,Rental & Leasing Services,NYSE,113.91,77.0,114.05,84.65,103.95,70.12,88.06,46.67,71.46,20.78,98.28,64.93,151.26,-2.49,6.14,10.83,51.51,14.82,63.57,5179929908.067993,33393051.0,0.082600005,-19.69,483448,0.87,148.84,1.63,149.15,1.41,143.19,5.64,133.94,12.93,5.98,11.06,647814,558341,606772,0.323
1310,NRC,Healthcare,Health Information Services,NASDAQ,113.89,76.98,111.58,80.98,102.47,68.35,118.89,82.71,109.57,70.13,119.24,83.2,20.81,13.12,11.62,6.68,17.56,33.43,77.26,417830364.4729614,22536696.0,0.16520001,-8.69,201699,1.33,20.19,3.07,19.21,8.33,19.36,7.49,18.58,12.0,5.74,43.93,134069,151209,131665,0.037
1311,SCSC,Technology,Electronics & Computer Distribution,NASDAQ,113.84,76.96,113.69,84.18,109.44,75.88,99.18,67.84,89.57,36.45,84.55,35.26,50.87,2.5,2.68,11.02,33.2,17.7,66.17,1008706395.978939,20324529.0,0.0844,0.45,534521,2.25,49.93,1.88,49.65,2.46,48.58,4.71,44.73,13.73,2.82,56.5,257892,237184,247518,0.088
1312,CBT,Basic Materials,Specialty Chemicals,NYSE,113.82,76.95,111.97,81.79,104.29,70.46,103.15,71.95,101.55,59.04,76.41,25.09,93.4,1.74,9.29,7.06,28.08,18.27,66.65,4738846238.136063,51621417.0,0.0955,1.74,2492714,4.06,91.31,2.29,90.2,3.55,87.42,6.84,82.52,13.18,2.99,50.09,862011,613253,518280,-0.034
1313,MTC,Technology,Software - Application,NASDAQ,113.77,76.93,55.96,1.6,144.6,91.06,321.07,98.14,364.33,98.58,313.56,98.34,2.39,-24.61,-18.43,-62.36,-73.62,143.88,95.02,315693368.467947,99587811.0,0.0093,-73.72,42570,0.43,2.71,-11.81,2.83,-15.55,3.54,-32.49,5.22,-54.21,19.29,28.2,54447,97892,110329,-1.0
1314,ANET,Technology,Computer Hardware,NYSE,113.7,76.91,107.29,71.38,109.14,75.54,110.34,78.04,107.9,68.48,111.0,77.9,157.6,-7.11,0.77,1.5,2.12,11.06,60.05,213643276239.8519,1259169438.0,0.020399999,-12.35,11739960,1.3,164.31,-4.08,165.65,-4.86,163.27,-3.47,159.88,-1.43,5.28,34.39,8233036,9053408,10050837,0.351
1315,HAFC,Financial Services,Banks - Regional,NASDAQ,113.67,76.9,109.18,76.23,109.82,76.36,103.8,72.64,104.1,63.22,102.45,70.44,32.67,4.68,4.48,8.29,19.31,34.86,78.2,929010409.0980148,29766435.0,0.0404,2.13,547658,2.21,32.12,1.71,31.67,3.16,30.99,5.42,30.16,8.32,1.98,75.88,316335,247555,262653,0.146
1316,NBN,Financial Services,Banks - Regional,NASDAQ,113.65,76.87,107.68,72.4,111.55,77.66,107.9,76.06,111.49,72.12,100.06,67.52,132.78,4.97,3.18,7.04,7.66,19.83,67.71,1082167468.1237793,8555360.0,0.0545,-6.7,278094,1.74,129.5,2.53,128.26,3.52,125.42,5.87,123.94,7.13,4.21,78.45,168549,159383,137205,0.346
1317,IEX,Industrials,Specialty Industrial Machinery,NYSE,113.65,76.87,107.31,71.44,107.07,73.36,98.0,65.89,105.98,65.88,90.83,49.11,227.19,1.0,4.74,8.17,14.27,41.85,81.3,16648205104.257568,74015052.0,0.0347,-0.47,540113,0.78,224.79,1.07,223.69,1.56,218.89,3.79,213.43,6.45,2.53,34.91,763761,695037,699024,0.089
1318,ABEV,Consumer Defensive,Beverages - Brewers,NYSE,113.58,76.84,102.1,56.29,110.52,76.81,104.23,72.98,120.38,79.5,102.1,70.01,3.23,3.82,0.6,1.23,3.49,45.91,82.74,48408973812.84936,15515697304.0,4.24,-6.38,16916941,0.6,3.16,2.22,3.17,1.89,3.16,2.22,3.13,3.19,2.29,107.95,26705114,28027778,28105376,-0.001
1319,ULS,Industrials,Specialty Business Services,NYSE,113.58,76.84,102.26,57.0,114.36,79.82,111.72,78.85,119.54,78.88,114.05,80.29,99.05,8.44,0.65,-0.38,9.7,51.67,84.59,18410774185.953827,201563115.0,0.040900003,-7.89,997179,1.2,93.38,6.07,94.16,5.19,96.36,2.79,96.06,3.11,3.22,102.07,1197667,832602,774985,0.075
1320,MUFG,Financial Services,Banks - Diversified,NYSE,113.57,76.81,105.78,67.39,113.89,79.27,100.58,69.41,110.9,71.51,105.33,73.14,20.16,-4.36,0.4,7.12,9.27,29.56,74.97,237716471271.0029,11276872492.0,0.00090000004,-4.82,2220059,0.66,20.2,-0.2,20.35,-0.93,19.9,1.31,18.96,6.33,2.08,19.06,3394815,3388001,3189105,
1321,HL,Basic Materials,Other Precious Metals & Mining,NYSE,113.56,76.79,91.33,22.57,109.39,75.81,139.99,89.29,194.08,95.62,242.48,97.55,15.54,-2.63,3.67,-11.65,-18.71,52.76,84.82,10704569977.465649,670712403.0,0.0,-54.52,110144666,4.51,15.25,1.9,15.69,-0.96,15.92,-2.39,17.3,-10.17,5.95,42.23,38861456,24409038,20053373,1.004
1322,CHI,Financial Services,Asset Management,NASDAQ,113.55,76.78,105.7,67.16,108.6,75.08,107.37,75.7,106.66,66.87,94.03,57.36,12.98,-1.89,3.3,3.06,12.25,33.31,77.2,1067750755.0653648,80706787.0,0.0049,-1.96,161944,1.0,13.05,-0.54,12.99,-0.08,12.77,1.64,12.34,5.19,2.38,29.79,173864,162251,167146,-0.302
1323,ICLR,Healthcare,Diagnostics & Research,NASDAQ,113.48,76.76,133.95,95.3,100.99,66.64,88.62,48.15,62.86,15.11,93.93,57.23,169.86,16.34,13.3,24.17,45.8,0.54,45.73,11178829450.0,76567325.0,0.0395,-19.5,1443048,1.23,154.48,9.96,149.91,13.31,147.25,15.35,128.87,31.81,4.73,140.3,1144574,1176814,1283870,0.124
1324,SQM,Basic Materials,Specialty Chemicals,NYSE,113.47,76.74,85.75,14.78,136.48,89.21,140.0,89.31,167.37,93.33,157.73,92.74,71.59,-10.16,-11.0,-14.82,-17.37,74.59,89.56,22762477616.87793,285637808.0,1.37,-26.95,1069779,0.87,75.09,-4.66,78.86,-9.22,78.93,-9.3,83.94,-14.71,4.76,37.31,1161287,1227052,1239917,0.698
1325,BRCC,Consumer Defensive,Packaged Foods,NYSE,113.44,76.73,107.25,71.23,97.92,61.87,152.14,91.61,53.85,10.45,54.17,11.44,1.3,-0.76,-1.52,-23.98,54.76,-17.72,30.82,153275245.0949769,117004009.0,0.0924,-38.1,450542,0.34,1.26,3.17,1.29,0.78,1.35,-3.7,1.33,-2.26,5.97,57.96,677104,1344811,1300360,0.214
1326,DAIO,Technology,Electronic Components,NASDAQ,113.4,76.7,114.8,85.5,120.2,83.2,130.71,86.9,81.69,28.51,99.07,66.18,3.76,1.35,-5.76,-11.53,49.8,7.74,56.55,34853305.97836876,9394422.0,0.0034999999,-16.26,30116,0.24,3.75,0.27,3.83,-1.83,3.89,-3.34,3.27,14.98,6.76,35.39,70001,127193,89262,-0.474
1327,AVBH,Financial Services,Banks - Regional,NASDAQ,113.4,76.7,106.53,69.48,111.64,77.79,104.8,73.56,114.8,74.88,100.94,68.72,32.7,2.32,2.38,6.27,10.59,27.63,73.72,350127127.29024506,10955167.0,0.0202,-0.85,970289,7.34,32.53,0.52,32.3,1.24,31.7,3.15,30.62,6.79,2.45,33.73,207338,132249,109837,0.292
1328,MAR,Consumer Cyclical,Lodging,NASDAQ,113.39,76.68,100.91,52.26,121.68,84.13,111.03,78.49,115.65,75.48,107.14,74.92,377.31,-4.77,-4.93,-2.19,3.94,43.82,82.18,104473435651.45526,263688623.0,0.025899999,-8.19,2405767,1.55,382.16,-1.27,390.39,-3.35,387.56,-2.64,372.41,1.32,2.71,44.09,1795596,1549328,1497593,0.126
1329,MLAB,Technology,Scientific & Technical Instruments,NASDAQ,113.38,76.66,104.68,64.24,120.73,83.59,102.06,70.97,102.36,60.67,77.86,26.55,102.42,7.7,-4.59,-0.51,3.26,67.16,88.23,525420929.6696243,5524931.0,0.0738,-10.15,248832,1.08,96.04,6.64,97.95,4.56,102.18,0.23,101.8,0.61,5.71,105.11,269053,229344,186568,0.026
1330,IIPR,Real Estate,REIT - Industrial,NYSE,113.33,76.64,108.96,75.71,108.48,74.94,101.69,70.65,102.56,61.03,83.45,33.64,62.93,5.59,1.88,8.5,21.25,23.95,70.83,1728123530.9565887,28995362.0,0.159,1.01,362674,0.95,61.03,3.11,60.4,4.19,59.47,5.82,57.05,10.31,3.29,86.06,371147,383169,389345,-0.038
1331,UAMY,Basic Materials,Other Industrial Metals & Mining,NYSE,113.31,76.63,81.66,10.2,120.38,83.41,161.05,92.89,257.49,97.62,178.87,94.9,6.97,-11.21,-4.91,-23.41,-34.86,50.87,84.37,1163257118.5679178,148185622.0,0.21280001,-64.64,5276512,0.55,7.04,-0.99,7.23,-3.6,7.84,-11.1,9.16,-23.91,8.73,60.8,7324661,9570910,11402746,-0.031
1332,PRKS,Consumer Cyclical,Leisure,NYSE,113.28,76.61,119.31,89.19,111.01,77.21,84.91,37.87,74.65,22.92,63.03,15.24,47.12,1.03,1.46,20.48,28.5,-9.3,37.09,2198400997.150757,47135528.0,0.36180001,-17.26,533843,0.55,46.54,1.25,46.26,1.86,43.86,7.43,39.11,20.48,4.3,55.82,927614,969331,1039858,-0.03
1333,ARGX,Healthcare,Biotechnology,NASDAQ,113.24,76.59,107.25,71.23,111.11,77.28,98.85,67.16,103.81,62.81,114.41,80.59,887.18,1.08,-1.31,5.81,5.51,15.67,64.31,54853083237.492676,62494970.0,0.0291,-5.08,400596,1.11,877.1,1.15,881.17,0.68,866.6,2.37,828.81,7.04,3.89,18.54,443039,359823,347757,0.626
1334,HBB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYSE,113.23,76.56,109.14,76.07,112.07,78.11,103.31,72.1,112.44,73.13,87.36,39.53,21.0,2.79,3.81,4.45,3.58,45.75,82.67,276739268.03382874,13545730.0,0.0212,-3.85,23507,1.03,20.41,2.89,20.3,3.45,19.96,5.21,19.81,6.01,4.19,95.77,28520,22906,21932,-0.086
1335,QCOM,Technology,Semiconductors,NASDAQ,113.23,76.56,99.12,44.54,120.28,83.29,140.94,89.6,77.29,24.75,99.22,66.36,189.39,-16.24,-6.69,-21.87,42.87,21.19,68.59,238319940643.31055,1054000000.0,0.0478,-27.14,33393869,1.43,203.55,-6.96,210.34,-9.96,218.52,-13.33,198.24,-4.46,8.82,18.73,24256246,23327038,25155373,-0.035
1336,KRG,Real Estate,REIT - Retail,NYSE,113.23,76.56,106.61,69.62,111.65,77.8,102.59,71.52,107.5,68.04,95.86,60.75,29.23,4.73,0.65,6.33,13.43,34.03,77.74,5667587407.424503,203066551.0,0.097799994,-0.58,1016953,0.5,28.73,1.74,28.66,1.99,28.18,3.73,27.15,7.66,1.88,54.55,2431555,2016371,2091997,-0.092
1337,CCRN,Healthcare,Medical Care Facilities,NASDAQ,113.2,76.53,106.1,68.22,113.59,79.01,106.42,74.93,83.74,30.39,50.61,9.93,13.22,0.38,0.23,0.99,31.67,-5.84,39.7,425476396.7447891,32306484.0,0.028299998,-11.81,754675,1.04,13.19,0.23,13.18,0.3,13.16,0.46,12.24,8.01,0.23,100.0,674107,728839,759523,-0.178
1338,SLP,Healthcare,Health Information Services,NASDAQ,113.19,76.51,123.69,91.7,92.44,52.97,92.95,57.48,62.7,15.06,84.48,35.18,18.2,-0.22,10.37,8.92,24.32,28.53,74.29,368747824.49282455,20216438.0,0.0955,-13.37,1092531,2.46,18.15,0.28,17.82,2.13,17.12,6.31,15.74,15.63,2.86,10.56,887733,443971,432352,0.083
1339,PMTS,Financial Services,Credit Services,NASDAQ,113.15,76.49,119.34,89.24,99.69,64.58,105.47,74.17,78.87,26.2,61.64,14.47,20.38,11.61,7.72,16.32,15.08,38.45,79.92,209544604.70655823,11475608.0,0.0305,-20.08,202653,4.02,19.05,6.98,18.8,8.4,18.09,12.66,17.42,16.99,4.89,126.0,47705,50378,49673,0.198
1340,MDV,Real Estate,REIT - Industrial,NYSE,113.12,76.47,101.37,53.93,115.12,80.29,110.9,78.38,98.72,51.55,89.18,43.83,17.64,-1.78,-3.87,-4.49,15.07,25.34,71.85,185413103.74839783,10323670.0,0.0095,-6.32,89439,1.46,17.76,-0.68,17.93,-1.62,18.12,-2.65,17.49,0.86,2.28,101.74,61793,61454,80528,-0.011
1341,CAC,Financial Services,Banks - Regional,NASDAQ,113.11,76.46,108.34,74.08,107.82,74.28,102.29,71.27,113.94,74.25,98.44,65.14,54.33,5.52,5.01,9.18,7.84,39.32,80.25,870936901.5907288,16914680.0,0.0365,1.15,403389,3.7,53.05,2.41,52.44,3.6,51.35,5.8,50.02,8.62,3.49,61.1,141678,109169,105229,0.26
1342,CENT,Consumer Defensive,Packaged Foods,NASDAQ,113.09,76.44,111.14,80.43,103.85,69.96,91.67,54.98,106.02,65.94,81.99,31.63,44.91,4.01,5.97,14.48,19.54,19.79,67.65,2701806256.3150864,62570779.0,0.0729,2.46,228529,2.83,44.16,1.7,43.53,3.17,41.58,8.01,39.47,13.78,2.81,73.02,102062,80760,68262,0.087
1343,PRTH,Technology,Software - Infrastructure,NASDAQ,113.06,76.42,124.72,92.04,89.02,43.7,83.59,35.75,72.45,21.57,60.38,13.86,7.31,1.95,19.06,17.34,46.2,-5.8,39.74,590486575.1832008,82355170.0,0.0381,-17.77,1862111,4.33,7.11,2.81,6.8,7.5,6.46,13.16,5.93,23.27,4.49,112.73,833841,430240,360442,0.111
1344,RNAC,Healthcare,Biotechnology,NASDAQ,113.06,76.42,125.47,92.46,84.27,35.05,75.03,25.17,66.53,17.51,51.25,10.19,9.42,-2.18,16.87,30.65,57.26,-6.64,39.03,282943983.18244743,29381514.0,0.17629999,-39.5,684205,1.76,9.62,-2.08,9.48,-0.63,8.08,16.58,7.55,24.77,13.3,49.48,422680,388040,308026,-0.929
1345,CTBI,Financial Services,Banks - Regional,NASDAQ,113.02,76.38,108.51,74.66,109.7,76.21,102.89,71.68,110.42,70.97,96.61,62.09,72.36,5.87,4.0,9.3,10.21,30.24,75.29,1241490302.6343613,18163721.0,0.0161,1.52,501844,4.56,70.75,2.28,69.86,3.58,68.49,5.65,66.54,8.75,2.15,82.32,161304,110101,102380,0.148
1346,IHT,Real Estate,REIT - Hotel & Motel,NYSE ARCA,113.02,76.38,134.02,95.33,89.61,46.19,94.95,61.08,59.81,13.3,58.13,12.89,1.72,6.17,21.13,14.67,44.54,-5.68,39.86,15232591.124836206,9402834.0,0.0045,-59.43,29237,0.03,1.67,2.99,1.56,10.26,1.52,13.16,1.34,28.36,8.41,20.74,2938043,994367,600220,0.076
1347,MPC,Energy,Oil & Gas Refining & Marketing,NYSE,113.01,76.36,99.1,44.41,118.82,82.5,119.33,82.97,145.5,89.29,92.19,53.02,254.06,4.59,-2.59,1.09,14.35,40.63,80.8,70914329076.95389,291936635.0,0.025,-6.75,6858314,2.77,249.99,1.63,250.24,1.53,255.66,-0.63,247.34,2.72,3.3,31.07,2891691,2478643,2431764,0.088
1348,BVS,Healthcare,Medical Devices,NASDAQ,113.0,76.34,105.44,66.39,99.5,64.32,98.2,66.17,119.64,78.93,81.62,31.12,9.78,12.28,12.67,10.26,-7.39,34.53,77.99,590085500.6643829,67748048.0,0.0397,-13.06,1295095,1.85,9.42,3.82,9.02,8.43,8.85,10.51,9.59,1.98,3.69,100.65,644619,700589,613333,0.066
1349,BWLP,Energy,Oil & Gas Midstream,NYSE,112.99,76.32,87.1,16.28,152.58,92.47,128.55,86.18,141.91,88.2,95.25,59.64,17.44,-3.65,-19.03,-12.35,0.25,18.1,66.48,2747844390.3126755,151814604.0,0.0034999999,-23.92,285594,0.53,18.4,-5.22,19.02,-8.31,19.54,-10.75,19.52,-10.66,4.95,27.79,482799,540633,483851,-0.027
1350,EE,Energy,Oil & Gas Midstream,NYSE,112.95,76.31,109.43,76.79,99.64,64.51,93.59,58.59,118.93,78.46,93.56,56.41,37.7,9.09,13.76,13.62,11.85,64.98,87.74,1100315413.9626045,31837829.0,0.0904,-12.68,448071,1.28,36.55,3.15,35.57,5.99,34.0,10.88,34.45,9.43,3.31,44.85,426587,350259,379077,0.376
1351,INGM,Technology,Information Technology Services,NYSE,112.93,76.29,102.04,56.15,121.48,83.98,115.02,81.19,110.86,71.43,96.09,61.19,27.53,-2.72,-5.88,1.7,-2.18,36.1,78.89,6521582315.4847145,230444611.0,0.1494,-13.13,1499389,1.06,27.9,-1.33,28.52,-3.47,29.01,-5.1,28.39,-3.03,3.93,37.91,1784518,1409606,1567551,0.137
1352,FITB,Financial Services,Banks - Regional,NYSE,112.92,76.27,112.0,81.83,109.97,76.49,98.16,66.15,105.55,65.32,104.02,71.92,56.31,6.77,5.41,12.89,12.98,27.28,73.46,47798872562.73384,906311548.0,0.0596,1.57,5081797,0.68,55.19,2.03,54.25,3.8,52.63,6.99,50.83,10.78,2.29,26.33,7961889,7477253,6715949,0.33
1353,INDP,Healthcare,Biotechnology,NASDAQ,112.91,76.26,166.76,98.04,123.33,84.94,43.94,6.12,44.03,7.15,39.99,6.7,3.41,-12.56,-4.48,136.81,25.83,26.77,73.02,441645074.3996296,113242324.0,0.0002,-82.87,134706,0.07,3.54,-3.67,3.71,-8.09,3.1,10.0,2.61,30.65,23.42,18.55,296690,2015676,1232060,
1354,AA,Basic Materials,Aluminum,NYSE,112.9,76.24,79.65,8.64,145.89,91.21,163.7,93.2,173.53,94.09,156.62,92.61,54.1,-8.88,-21.57,-28.42,-23.01,74.04,89.39,15667141596.885204,263889875.0,0.0248,-35.89,6823845,1.31,54.58,-0.88,58.98,-8.27,67.42,-19.76,66.46,-18.6,6.69,52.53,6603614,5223974,4928528,-0.052
1355,SRI,Consumer Cyclical,Auto Parts,NYSE,112.88,76.22,106.59,69.59,102.32,68.16,101.16,70.12,77.22,24.67,83.79,34.01,7.34,-3.42,-0.94,-6.14,11.21,-10.49,36.2,214587859.3072772,28235245.0,0.0174,-24.41,256092,1.42,7.09,3.53,7.32,0.27,7.35,-0.14,7.13,2.95,5.5,97.79,216479,179929,187471,0.079
1356,BH,Consumer Cyclical,Restaurants,NYSE,112.78,76.2,131.83,94.83,99.17,63.74,75.21,25.39,109.6,70.17,110.99,77.88,403.99,21.41,20.4,43.8,20.46,29.5,74.86,1044477484.1455078,3139020.0,2.15,-16.46,92521,1.38,364.18,10.93,351.4,14.97,324.45,24.52,303.15,33.26,4.42,152.73,60582,66847,67262,0.026
1357,WBI,Energy,Oil & Gas Equipment & Services,NYSE,112.78,76.2,105.11,65.36,114.24,79.64,105.84,74.51,118.6,78.06,73.29,22.07,31.07,-6.39,1.87,5.64,17.44,,,1560462933.6432686,47016059.0,0.09819999,-14.19,2116113,1.32,29.66,4.75,30.89,0.58,30.3,2.54,29.55,5.14,7.37,41.68,3646841,1607943,1242736,1.053
1358,MTA,Basic Materials,Other Precious Metals & Mining,NYSE ARCA,112.76,76.17,101.95,55.81,105.62,72.0,117.09,82.09,133.04,85.12,178.99,94.92,7.42,-0.13,3.34,-2.88,9.12,33.45,77.29,694279705.6194868,93442762.0,2.33,-19.78,594378,1.1,7.04,5.4,7.29,1.78,7.35,0.95,7.12,4.21,6.03,98.4,501797,542165,478467,0.78
1359,WRBY,Healthcare,Medical Instruments & Supplies,NYSE,112.73,76.16,113.46,83.81,89.82,46.91,96.34,63.32,93.8,41.88,91.15,50.17,29.24,12.63,13.07,13.69,23.58,8.46,57.38,3185687414.210846,122715236.0,0.1426,-5.68,5590697,1.47,27.24,7.34,26.44,10.59,25.45,14.89,25.19,16.08,6.62,125.44,4961249,3813346,3402547,0.083
1360,SGC,Consumer Cyclical,Apparel Manufacturing,NASDAQ,112.67,76.13,104.19,62.83,115.7,80.59,113.7,80.28,98.67,51.31,78.07,26.75,12.75,-7.0,-5.35,-3.77,18.8,11.83,60.87,214328170.1063509,15632981.0,0.043,-12.61,176775,3.36,12.87,-0.93,13.23,-3.63,13.14,-2.97,12.19,4.59,6.91,11.35,76117,52619,45145,0.028
1361,SFST,Financial Services,Banks - Regional,NASDAQ,112.67,76.13,104.3,63.15,114.59,79.91,104.53,73.25,124.82,82.01,117.74,82.4,61.23,5.51,-0.46,5.92,4.01,37.26,79.41,548683213.4080505,9455165.0,0.0147,-1.84,393791,2.57,59.8,2.39,59.33,3.2,59.03,3.73,57.54,6.41,2.93,99.88,210809,153019,157507,0.262
1362,GGB,Basic Materials,Steel,NYSE,112.66,76.1,93.81,27.5,127.35,86.55,119.65,83.2,110.81,71.38,111.49,78.34,4.15,-0.48,-10.94,-10.75,-2.97,35.62,78.65,8205325283.853891,1967703869.0,0.0104,-16.67,19336779,1.08,4.16,-0.24,4.35,-4.6,4.5,-7.78,4.53,-8.39,3.63,39.81,17004767,17861662,18076551,-0.038
1363,WS,Basic Materials,Steel,NYSE,112.66,76.1,97.69,37.05,122.8,84.68,108.0,76.21,96.76,46.24,107.05,74.85,38.57,-5.3,-11.01,-8.22,18.13,26.86,73.07,2069342123.4827042,50806338.0,0.0598,-21.56,771397,2.62,39.0,-1.1,40.07,-3.74,41.17,-6.32,39.51,-2.38,5.8,116.99,433029,294649,269161,0.12
1364,SRCE,Financial Services,Banks - Regional,NASDAQ,112.64,76.06,109.74,77.47,105.92,72.24,99.7,68.38,110.14,70.65,94.12,57.53,81.96,6.57,5.31,11.42,11.73,30.78,75.54,1851138494.9529114,24068891.0,0.0277,-5.4,520631,3.71,80.04,2.4,78.72,4.12,76.79,6.73,74.64,9.81,2.62,46.56,186593,140477,135094,0.051
1365,CYPH,Financial Services,Asset Management,NASDAQ,112.64,76.06,76.93,6.82,118.59,82.38,190.62,94.91,161.33,92.37,217.2,96.91,0.62,-16.31,-8.78,-44.78,-31.28,119.33,93.98,78677254.58401239,106464482.0,0.0779,-83.24,1273007,0.2,0.64,-3.12,0.7,-11.43,0.8,-22.5,0.93,-33.33,16.58,38.92,4089050,6456953,5371766,
1366,FULT,Financial Services,Banks - Regional,NASDAQ,112.62,76.04,110.58,79.34,107.79,74.21,99.05,67.58,107.22,67.61,97.47,63.59,24.21,5.72,5.26,12.24,11.36,29.51,74.88,4376959046.488323,191133586.0,0.0537,2.32,4015829,2.07,23.81,1.68,23.4,3.46,22.65,6.89,21.96,10.25,2.53,11.44,2601592,1940697,1917932,0.042
1367,JBSS,Consumer Defensive,Packaged Foods,NASDAQ,112.59,76.01,111.64,81.13,99.79,64.77,93.86,59.13,114.88,74.99,92.35,53.46,87.07,11.57,12.29,14.84,9.69,42.35,81.54,912254443.7021255,11689575.0,0.0482,2.25,239330,1.87,83.36,4.45,80.9,7.63,78.14,11.43,77.93,11.73,2.25,83.33,132193,128201,122962,0.08
1368,CARR,Industrials,Building Products & Equipment,NYSE,112.59,76.01,112.84,82.88,104.48,70.61,86.93,42.33,92.51,40.04,74.85,23.62,73.59,2.48,5.52,15.33,26.14,17.31,65.86,59643978147.845764,830580423.0,0.0247,-9.25,8036968,1.22,73.25,0.46,71.97,2.25,69.45,5.96,66.17,11.21,3.55,18.39,5760086,6599438,6578941,0.024
1369,PAYO,Technology,Software - Infrastructure,NASDAQ,112.58,75.99,126.49,92.98,107.43,73.7,81.91,33.14,75.26,23.27,70.11,19.83,7.13,1.57,5.63,39.8,38.99,4.7,52.75,2374124674.5294538,338194399.0,0.0399,-6.98,9277695,0.9,7.07,0.85,7.02,1.57,6.26,13.9,5.54,28.7,3.37,37.5,15972559,10269023,7642517,0.061
1370,ING,Financial Services,Banks - Diversified,NYSE,112.51,75.97,105.75,67.26,109.2,75.65,108.37,76.47,105.96,65.84,125.08,85.72,30.78,-1.85,3.71,-0.19,7.5,31.68,76.19,89886515987.51796,2866279153.0,0.0007,-3.3,6080567,1.52,31.34,-1.79,31.11,-1.06,30.58,0.65,29.79,3.32,2.15,15.14,5523236,3998122,3360163,0.029
