Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,Relative Strength Short Term,Short Term Percentile,10D_RS,10D_RS_Percentile,1M_RS,1M_RS_Percentile,3M_RS,3M_RS_Percentile,6M_RS,6M_RS_Percentile,Price,5D_ReturnPct,10D_ReturnPct,20D_ReturnPct,50D_ReturnPct,200D_ReturnPct,200D_ReturnPct_Percentile,MarketCap,Float,ShortFloatPct,PctFrom52WkHigh,Volume,VolumeVsAvgVol30,MA5,PriceVsMA5Pct,MA10,PriceVsMA10Pct,MA21,PriceVsMA21Pct,MA50,PriceVsMA50Pct,ATR14Pct,LoDDistATR,AvgVol10,AvgVol30,AvgVol50,RevenueGrowth
1348,ITIC,Financial Services,Insurance - Specialty,NASDAQ,104.0,76.61,98.38,64.83,112.65,79.95,114.17,78.93,105.84,70.46,89.52,36.29,287.24,-4.07,-3.71,-5.2,3.22,11.26,66.05,545630844.0,1887996.0,0.0622,-7.21,59900,0.84,290.29,-1.05,295.36,-2.75,296.8,-3.22,291.14,-1.34,2.7,2.96,61750,71683,62374,0.175
1349,SBH,Consumer Cyclical,Specialty Retail,NYSE,104.0,76.61,105.06,85.8,102.89,69.01,105.84,69.66,96.56,58.42,113.48,74.42,17.0,6.18,5.99,3.28,18.38,9.4,64.01,1478295987.108593,93622292.0,0.3118,-5.13,1069700,0.89,16.29,4.36,16.09,5.66,16.26,4.55,15.99,6.32,3.32,63.8,1400840,1201160,1323068,0.002
1350,SA,Basic Materials,Gold,NYSE,103.99,76.57,96.71,57.11,118.62,84.38,123.85,85.82,99.98,63.46,153.7,91.02,29.98,2.53,-7.24,-14.42,15.98,-2.22,47.22,3338614217.4992065,107871216.0,0.0428,-25.16,650500,0.91,30.79,-2.63,30.4,-1.38,31.48,-4.76,29.86,0.4,4.71,41.8,504420,714890,661134,
1351,HSTM,Healthcare,Health Information Services,NASDAQ,103.99,76.57,101.31,79.01,105.25,72.24,107.24,71.4,98.33,61.27,75.61,23.42,28.87,-1.87,0.7,0.0,1.71,17.34,71.47,894317763.0043144,30595887.0,0.069299996,-7.2,144700,0.73,29.03,-0.55,29.18,-1.06,29.17,-1.03,28.7,0.59,2.47,37.8,196140,198776,195848,0.125
1352,GNT,Financial Services,Asset Management,NYSE,103.98,76.54,98.09,63.21,112.51,79.85,114.67,79.32,101.19,64.93,124.2,81.62,8.76,-2.88,-4.26,-4.88,9.21,28.89,79.33,150801159.79921436,16811723.0,0.0106,-6.61,43053,0.72,8.9,-1.57,8.96,-2.23,9.06,-3.31,8.67,1.04,1.56,-0.0,46415,60205,78915,
1353,CVGI,Consumer Cyclical,Auto Parts,NASDAQ,103.98,76.54,89.1,25.57,113.82,80.97,121.15,84.29,205.11,95.61,226.86,96.94,3.01,-1.63,-0.99,-2.59,-37.42,84.66,94.15,119053760.97252417,40632682.0,0.0417,-48.81,199500,0.72,2.99,0.67,3.04,-0.99,3.08,-2.27,3.59,-16.16,4.49,44.44,264870,278963,373850,0.135
1354,HIW,Real Estate,REIT - Office,NYSE,103.97,76.51,97.89,62.31,104.68,71.55,113.98,78.66,108.6,73.45,75.82,23.53,30.01,-2.25,-0.89,-5.95,-4.97,19.74,73.42,3354495451.153139,110272697.0,0.16700001,-15.32,1280000,1.21,30.4,-1.28,30.55,-1.77,30.77,-2.47,31.45,-4.58,2.44,53.16,1252610,1062093,1234964,0.075
1355,HGTY,Financial Services,Insurance - Property & Casualty,NYSE,103.97,76.51,104.53,85.11,108.87,76.41,109.82,74.41,90.94,48.79,91.67,38.6,13.58,-2.3,2.41,1.12,10.86,6.59,60.88,1551808043.9080496,111320523.0,0.0186,-4.16,282900,0.62,13.74,-1.16,13.76,-1.31,13.54,0.3,12.87,5.52,3.7,5.97,1116650,459273,334398,-0.065
1356,KINS,Financial Services,Insurance - Property & Casualty,NASDAQ,103.96,76.48,94.77,47.71,118.6,84.34,119.19,83.29,110.91,75.58,89.37,36.11,18.3,-5.67,-5.38,-8.09,-7.84,22.1,74.91,276638910.4655304,14476133.0,0.026500002,-12.44,88900,0.92,19.02,-3.79,19.23,-4.84,19.56,-6.44,19.68,-7.01,3.02,28.96,115200,96646,103530,0.259
1357,PBFS,Financial Services,Banks - Regional,NASDAQ,103.94,76.46,97.4,59.95,113.05,80.25,111.93,76.84,110.67,75.36,104.54,64.21,17.37,-4.09,-4.24,-0.03,3.52,28.48,79.04,438378847.20754623,24179750.0,0.014199999,-12.76,13200,0.94,17.81,-2.47,17.95,-3.23,17.93,-3.12,17.59,-1.25,3.02,3.81,21000,14016,12542,0.179
1358,BUSE,Financial Services,Banks - Regional,NASDAQ,103.92,76.44,98.02,62.89,108.08,75.53,109.7,74.3,108.52,73.37,109.24,70.31,30.0,-0.79,-0.7,0.03,3.26,27.7,78.58,2503733280.719513,82576956.0,0.048,-5.36,924600,1.32,30.01,-0.03,30.22,-0.73,30.25,-0.83,30.39,-1.28,1.59,79.64,863250,702933,772034,-0.009
1359,SST,Industrials,Specialty Business Services,NYSE,103.92,76.44,120.12,94.82,112.72,80.04,48.87,8.09,48.29,7.78,108.76,69.8,3.08,-0.65,-30.16,62.96,18.46,-21.43,29.03,29000709.59556198,8708922.0,0.0586,-66.88,257200,0.24,3.33,-7.51,3.36,-8.33,3.15,-2.22,2.41,27.8,22.67,11.46,357780,1093236,696708,-0.613
1360,BAX,Healthcare,Medical Instruments & Supplies,NYSE,103.9,76.41,94.13,44.73,110.96,78.28,118.15,82.31,98.43,61.44,68.42,18.46,23.48,-0.21,-3.73,-10.65,7.75,27.23,78.31,11787508382.763355,516995999.0,0.071100004,-21.73,7346000,1.25,23.14,1.47,23.48,0.0,24.64,-4.71,25.06,-6.3,3.37,35.38,7766120,5877140,6653252,0.053
1361,USPH,Healthcare,Medical Care Facilities,NYSE,103.89,76.4,109.08,89.64,99.83,63.98,98.34,58.25,77.37,25.62,93.0,40.38,83.76,0.44,7.56,8.33,20.37,11.9,66.93,1230674922.276184,14922698.0,0.103,-10.42,175700,1.02,82.88,1.06,81.65,2.58,79.91,4.82,78.35,6.9,2.91,44.24,197510,172460,207122,0.085
1362,TILE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,103.85,76.38,96.55,56.26,110.38,77.61,123.01,85.32,124.04,84.14,101.59,59.93,35.19,1.53,1.97,-9.58,6.92,26.97,78.14,1980243662.583847,57800460.0,0.1089,-13.11,431400,0.84,34.6,1.71,34.44,2.18,35.89,-1.95,35.75,-1.57,2.73,74.02,529800,515230,473370,0.054
1363,IART,Healthcare,Medical Devices,NASDAQ,103.84,76.36,92.83,38.95,107.21,74.41,113.1,77.84,148.49,91.02,64.96,16.17,15.88,-1.12,-2.28,-5.42,-13.7,17.02,71.18,1183697562.0874996,77772506.0,0.1216,-22.5,759500,0.97,15.46,2.72,15.58,1.93,16.15,-1.67,17.21,-7.73,4.44,55.32,1160870,782506,856566,0.008
1364,UNF,Industrials,Specialty Business Services,NYSE,103.83,76.35,91.09,32.66,112.03,79.46,124.06,85.94,112.29,76.85,138.77,87.47,257.86,-3.1,-6.28,-10.37,-6.2,45.88,86.74,4731181251.958374,18084173.0,0.0721,-15.92,437100,1.46,260.47,-1.0,265.13,-2.74,272.49,-5.37,282.93,-8.86,3.01,24.74,441820,299390,241638,0.039
1365,STBA,Financial Services,Banks - Regional,NASDAQ,103.82,76.31,98.26,64.17,108.31,75.75,109.16,73.82,109.25,74.15,108.95,69.95,49.6,-0.52,-0.06,-0.78,2.34,26.6,77.96,1769269669.0669556,35265492.0,0.0689,-7.29,258800,1.01,49.6,0.0,49.91,-0.62,49.88,-0.56,50.45,-1.68,1.75,85.41,344120,256683,267864,0.061
1366,TRVI,Healthcare,Biotechnology,NASDAQ,103.82,76.31,83.46,13.99,129.8,89.61,148.19,92.82,177.7,94.28,135.02,86.15,14.68,-2.23,-11.81,-18.25,-18.06,8.95,63.56,2130013795.77489,142475841.0,0.0936,-27.4,1697200,1.11,14.84,-1.08,15.19,-3.36,16.22,-9.49,17.32,-15.24,4.45,104.11,1751000,1528706,1785878,
1367,GABC,Financial Services,Banks - Regional,NASDAQ,103.82,76.31,98.72,68.12,107.93,75.31,108.85,73.53,102.95,67.09,107.12,67.71,49.1,-0.16,-0.3,-1.07,4.67,24.95,77.09,1846246877.1784973,37578808.0,0.0336,-5.99,112900,0.87,49.04,0.12,49.36,-0.53,49.46,-0.73,49.63,-1.07,1.73,54.16,148150,129396,143690,0.11
1368,RNR,Financial Services,Insurance - Reinsurance,NYSE,103.8,76.28,101.79,80.09,106.94,74.1,109.13,73.79,103.92,68.16,111.41,72.32,330.42,0.61,2.57,0.5,3.41,23.47,75.83,13592455035.269897,41551893.0,0.046,-2.89,273700,0.99,328.28,0.65,327.95,0.75,328.56,0.57,324.32,1.88,1.99,5.77,341190,276253,297398,-0.132
1369,PNRG,Energy,Oil & Gas E&P,NASDAQ,103.79,76.27,104.19,84.64,106.09,73.12,103.56,66.43,78.86,27.2,127.73,83.21,210.85,1.41,-1.88,1.81,12.01,9.36,63.98,334260956.6253662,1582600.0,0.13239999,-24.4,158700,1.5,207.89,1.42,209.73,0.53,211.5,-0.31,200.95,4.93,3.96,122.52,92850,105716,91682,-0.039
1370,VOXR,Basic Materials,Other Precious Metals & Mining,NASDAQ,103.78,76.25,97.66,61.05,113.97,81.07,111.33,76.08,98.19,60.91,137.24,86.91,5.4,-2.0,-7.38,-6.74,21.21,4.38,57.89,397513009.89930916,69495284.0,0.025999999,-19.4,400100,0.89,5.61,-3.74,5.63,-4.09,5.65,-4.42,5.15,4.85,4.08,36.35,423130,448756,439688,1.226
1371,RFL,Real Estate,Real Estate Services,NYSE,103.77,76.23,83.11,13.46,134.59,90.97,152.09,93.52,209.38,95.78,84.31,30.75,1.91,-7.28,-16.59,-14.73,-20.42,56.56,89.78,106599989.32044697,51999996.0,0.0365,-51.77,595900,4.47,2.01,-4.98,2.11,-9.48,2.28,-16.23,2.15,-11.16,10.33,35.49,158310,133256,118070,-0.506
1372,ESEA,Industrials,Marine Shipping,NASDAQ,103.75,76.22,96.77,57.39,106.6,73.71,114.17,78.93,105.76,70.32,143.35,88.75,71.03,-4.5,-3.53,-6.75,0.13,19.03,72.87,547426985.9524231,7055381.0,0.0117999995,-10.84,59200,1.44,74.09,-4.13,74.32,-4.43,74.84,-5.09,74.41,-4.54,3.07,56.84,48240,41223,43016,-0.013
1373,PRU,Financial Services,Insurance - Life,NYSE,103.7,76.19,100.68,77.45,105.56,72.57,107.93,72.22,95.48,56.72,89.4,36.15,118.75,1.46,0.99,-1.17,4.64,11.94,66.95,40848000526.42822,345000000.0,0.0448,-7.02,1683200,1.08,118.24,0.43,118.48,0.23,119.15,-0.34,119.66,-0.76,2.04,23.92,1582860,1560270,1751100,0.141
1374,GRPN,Communication Services,Internet Content & Information,NASDAQ,103.7,76.19,107.2,88.08,106.04,73.07,97.32,56.62,127.5,85.7,52.41,10.0,20.89,8.07,14.15,6.64,-18.4,12.8,67.67,775893844.5774841,40665296.0,0.47259998,-30.13,859900,0.75,20.17,3.57,19.51,7.07,19.25,8.52,22.42,-6.82,5.33,93.33,1408260,1147173,1347162,-0.008
1375,SLP,Healthcare,Health Information Services,NASDAQ,103.67,76.16,99.11,71.78,109.72,77.02,114.63,79.26,113.73,77.99,62.84,14.71,18.46,0.16,0.22,0.38,1.32,-9.91,37.85,372791127.5167427,20216438.0,0.19780001,-12.14,433300,2.4,18.44,0.11,18.43,0.16,18.42,0.22,18.36,0.54,0.13,205.88,181880,180616,269004,0.075
1376,DSP,Technology,Software - Application,NASDAQ,103.67,76.16,98.02,62.89,104.64,71.37,109.08,73.76,104.98,69.43,95.26,43.48,12.34,-0.24,-3.74,0.28,-2.83,9.69,64.29,251667122.30432796,21184101.0,0.0761,-16.62,578400,1.43,11.84,4.22,12.24,0.82,12.62,-2.22,12.38,-0.32,7.59,21.87,770910,405570,363356,0.339
1377,BCX,Financial Services,Asset Management,NYSE,103.65,76.12,96.95,58.05,111.68,79.12,111.88,76.76,91.9,50.57,121.45,80.38,12.21,-1.37,-6.85,-7.06,6.71,21.46,74.5,950689002.6577663,76238090.0,0.00059999997,-11.9,136918,0.89,12.35,-1.13,12.52,-2.48,12.82,-4.76,12.36,-1.21,2.4,17.07,141701,153090,156308,
1378,BY,Financial Services,Banks - Regional,NYSE,103.65,76.12,96.53,56.11,110.7,78.04,113.15,77.92,112.41,76.98,111.75,72.69,37.11,-1.36,-2.19,-2.62,0.11,28.49,79.06,1695394499.0847015,45186420.0,0.049099997,-7.29,227600,0.84,37.32,-0.56,37.79,-1.8,38.02,-2.39,38.4,-3.36,1.73,38.26,271590,269443,271916,0.117
1379,EHC,Healthcare,Medical Care Facilities,NYSE,103.64,76.1,102.14,80.91,102.54,68.45,99.68,60.58,80.81,28.83,85.89,32.17,122.01,-1.53,0.4,1.56,12.21,8.56,63.07,12011049502.0,98653384.0,0.037,-4.67,849600,1.02,122.13,-0.1,122.19,-0.15,121.57,0.36,118.96,2.56,2.15,24.42,857580,830026,877986,0.096
1380,ET,Energy,Oil & Gas Midstream,NYSE,103.59,76.08,96.24,54.71,114.25,81.33,110.89,75.63,96.42,58.12,110.48,71.6,20.33,-3.42,-6.44,-5.13,3.82,27.51,78.49,72791351463.51671,3443299601.0,0.0086,-6.91,9593500,1.2,20.65,-1.55,20.98,-3.1,21.25,-4.33,20.76,-2.07,1.66,0.0,8499260,7977000,8816916,0.784
1381,PAYO,Technology,Software - Infrastructure,NASDAQ,103.57,76.05,98.87,69.78,108.6,76.05,118.69,82.87,111.36,75.92,75.11,22.89,7.13,-0.28,0.28,0.28,0.42,24.65,76.81,2416006499.4584007,338850836.0,0.0482,-0.7,2173700,0.7,7.12,0.14,7.13,0.0,7.13,0.0,7.12,0.14,0.53,-0.0,3315950,3104523,3729172,0.052
1382,TFSL,Financial Services,Banks - Regional,NASDAQ,103.57,76.05,96.8,57.49,110.58,77.84,113.73,78.4,117.74,80.59,110.52,71.69,16.72,-0.36,-1.88,-4.26,-3.72,25.18,77.27,4739482452.519579,280442755.0,0.1503,-14.21,675300,0.9,16.75,-0.18,16.88,-0.95,17.07,-2.05,17.38,-3.8,1.8,63.15,711700,750730,860168,0.152
1383,RLGT,Industrials,Integrated Freight & Logistics,NYSE ARCA,103.57,76.05,99.37,73.09,103.06,69.17,109.83,74.44,125.13,84.82,112.96,73.88,8.55,-6.04,3.26,-0.7,-8.16,33.59,81.98,408918046.92212105,46894270.0,0.0217,-16.18,157400,0.52,8.68,-1.5,8.69,-1.61,8.57,-0.23,8.63,-0.93,4.95,7.09,661000,305083,228990,0.185
1384,QUIK,Technology,Semiconductors,NASDAQ,103.56,76.02,86.97,20.47,108.03,75.45,117.66,81.9,230.22,96.51,166.79,93.22,10.99,9.79,2.42,-3.34,-25.09,70.92,92.26,196366188.41136456,18317741.0,0.0941,-54.83,173600,0.66,10.84,1.38,10.63,3.39,10.75,2.23,12.05,-8.8,4.51,62.54,250230,263726,271490,0.487
1385,HTO,Utilities,Utilities - Regulated Water,NASDAQ,103.53,76.0,97.6,60.77,111.89,79.26,112.04,76.99,101.96,65.97,114.85,75.53,62.18,-1.52,-3.28,-2.68,-0.51,33.91,82.1,2623165830.037903,41856804.0,0.16459998,-7.32,356500,0.89,62.55,-0.59,62.64,-0.73,63.3,-1.77,63.08,-1.43,2.08,8.52,523130,399103,426930,0.062
1386,ELPC,Utilities,Utilities - Regulated Electric,NYSE,103.5,75.98,101.92,80.48,111.89,79.26,100.91,62.26,107.85,72.63,141.51,88.28,12.08,-3.9,-2.97,5.78,0.92,18.01,71.99,9257761218.802895,742402648.0,0.0011,-11.81,603200,1.22,12.4,-2.58,12.45,-2.97,12.13,-0.41,11.65,3.69,2.49,16.61,491290,496320,466490,0.111
1387,CCC,Technology,Software - Application,NASDAQ,103.49,75.97,107.73,88.44,102.83,68.89,112.25,77.16,57.97,12.0,67.32,17.9,6.87,8.53,1.18,-7.91,13.18,-8.52,39.42,3857915423.5418243,588994704.0,0.0922,-29.25,11080600,1.01,6.64,3.46,6.66,3.15,7.0,-1.86,6.72,2.23,4.81,90.85,14543570,11006686,10633448,0.098
1388,GLBE,Consumer Cyclical,Internet Retail,NASDAQ,103.48,75.95,108.15,88.88,94.17,53.95,111.06,75.76,94.87,55.45,83.24,29.82,40.88,10.7,13.21,3.68,5.5,0.62,51.06,6389479707.418739,167967391.0,0.0335,-7.07,1519300,1.06,39.65,3.1,38.28,6.79,38.27,6.82,39.05,4.69,3.51,32.41,1777990,1430786,1501038,0.391
1389,GASS,Industrials,Marine Shipping,NASDAQ,103.46,75.92,97.53,60.34,101.56,67.12,101.93,63.96,92.69,52.22,138.52,87.37,8.94,-4.18,-4.18,-4.49,1.94,29.19,79.51,351776590.97852135,37185686.0,0.0023,-15.26,89300,0.63,9.29,-3.77,9.3,-3.87,9.35,-4.39,9.14,-2.19,3.52,9.52,140770,141256,120302,-0.092
1390,SIG,Consumer Cyclical,Luxury Goods,NYSE,103.46,75.92,106.61,87.52,107.72,75.09,87.32,32.34,89.5,45.62,108.0,68.99,100.5,-2.37,-1.93,18.79,18.28,19.13,72.99,3846284747.098549,38317243.0,0.18270001,-8.8,571800,0.58,100.22,0.28,100.26,0.24,92.06,9.17,91.6,9.72,5.2,15.7,1154520,987826,866256,-0.005
1391,NML,Financial Services,Asset Management,NYSE ARCA,103.46,75.92,98.83,69.34,107.13,74.35,105.72,69.36,96.82,58.7,117.22,77.46,10.36,-0.86,-3.18,0.36,1.02,26.42,77.87,598318303.4550323,56658928.0,0.0034999999,-5.65,67305,0.48,10.47,-1.05,10.55,-1.8,10.55,-1.8,10.4,-0.38,2.43,39.99,139230,140493,140656,
1392,CRVL,Financial Services,Insurance Brokers,NASDAQ,103.44,75.88,111.28,91.17,94.28,54.26,99.29,59.78,79.04,27.37,64.43,15.77,73.73,3.51,10.97,5.12,18.77,4.79,58.49,3570005980.071396,50516571.0,0.119799994,-8.74,151100,0.8,72.01,2.39,71.21,3.54,70.06,5.24,66.0,11.71,2.8,59.67,235440,189160,186082,0.107
1393,WES,Energy,Oil & Gas Midstream,NYSE,103.42,75.87,94.85,48.29,114.4,81.47,110.57,75.33,99.09,62.42,105.04,64.81,45.35,-3.3,-7.99,-5.4,0.73,19.92,73.61,19539026881.242638,413174593.0,0.0242,-9.43,763000,0.96,46.41,-2.28,47.13,-3.78,47.97,-5.46,47.43,-4.39,2.25,4.89,898130,794346,810560,0.3
1394,LXRX,Healthcare,Biotechnology,NASDAQ,103.41,75.84,81.45,11.56,127.09,88.45,136.76,90.32,186.91,94.83,182.03,94.83,1.86,-7.92,-13.49,-20.51,-12.26,30.99,80.44,912159643.4828477,444955934.0,0.1249,-30.6,4441600,1.62,2.01,-7.46,2.01,-7.46,2.14,-13.08,2.25,-17.33,5.18,10.37,3290950,2735953,2841512,-0.976
1395,TLX,Healthcare,Biotechnology,NASDAQ,103.41,75.84,94.18,44.97,124.01,87.16,116.04,80.54,100.3,63.85,87.27,33.65,11.31,-4.4,-8.35,-3.25,2.63,15.64,70.16,4277884313.3069687,339784294.0,0.0008,-13.73,830200,2.66,11.8,-4.15,11.86,-4.64,11.69,-3.25,11.29,0.18,6.0,29.48,585690,311900,230116,0.223
1396,GFR,Energy,Oil & Gas E&P,NYSE,103.39,75.82,97.88,62.22,106.43,73.45,104.99,68.47,94.8,55.31,119.77,79.41,6.18,-4.78,-3.29,-0.64,1.15,24.85,76.98,1601155152.0357819,240413692.0,0.0087,-13.69,1063300,0.82,6.41,-3.59,6.49,-4.78,6.33,-2.37,6.37,-2.98,4.78,23.7,1818360,1302986,883772,0.219
1397,RMT,Financial Services,Asset Management,NYSE,103.36,75.79,95.8,52.62,110.94,78.24,114.49,79.14,125.23,84.91,119.58,79.14,13.39,0.22,-1.3,-4.08,-3.67,35.92,83.21,726708087.1910324,54191506.0,0.0005,-9.4,72450,0.76,13.45,-0.45,13.39,0.0,13.56,-1.25,13.71,-2.33,1.66,35.88,92835,95505,107109,0.089
1398,KNX,Industrials,Trucking,NYSE,103.36,75.79,92.47,37.68,108.52,75.91,112.27,77.19,140.03,89.03,121.87,80.64,65.5,-0.43,-4.78,-4.1,-12.67,30.19,79.94,10852570129.66919,162756000.0,0.0777,-20.95,2377600,0.72,66.53,-1.55,67.23,-2.57,68.04,-3.73,70.05,-6.5,3.8,3.21,4155360,3299403,3627170,0.126
1399,UNFI,Consumer Defensive,Food Distribution,NYSE,103.35,75.76,96.47,55.89,103.71,70.13,111.68,76.56,120.72,82.38,143.15,88.66,46.15,-0.32,3.45,-3.05,-6.84,35.3,82.92,2824045854.472687,60317084.0,0.0659,-19.06,561300,0.91,45.85,0.65,45.41,1.63,45.37,1.72,47.21,-2.25,4.23,114.23,649080,618303,560524,-0.007
1400,AEM,Basic Materials,Gold,NYSE,103.35,75.76,101.27,78.94,111.91,79.31,119.27,83.33,82.31,30.43,145.13,89.21,193.88,-0.86,-4.29,-13.3,34.55,13.83,68.65,101014729500.90527,506364864.0,0.0153,-24.04,1578000,0.56,197.56,-1.86,197.49,-1.83,201.99,-4.02,180.93,7.16,3.49,51.48,1800690,2793796,2832020,0.35
1401,AXSM,Healthcare,Biotechnology,NASDAQ,103.34,75.73,89.58,27.1,111.58,78.92,111.55,76.4,156.3,92.24,126.78,82.82,196.03,-7.52,-6.93,-4.6,-16.68,32.42,81.26,10883686300.098572,52380818.0,0.0912,-24.66,386100,0.63,203.41,-3.63,208.15,-5.82,206.87,-5.24,215.82,-9.17,4.44,61.05,710310,616040,663424,0.455
1402,ANDE,Consumer Defensive,Food Distribution,NASDAQ,103.33,75.72,96.09,53.9,113.29,80.39,105.73,69.39,119.52,81.65,159.14,92.19,66.79,-6.5,-6.35,1.32,-10.85,33.02,81.69,2369821632.3303223,34054056.0,0.056900002,-18.66,363500,0.97,68.86,-3.01,70.15,-4.79,68.81,-2.94,70.17,-4.82,3.03,21.74,343960,372883,358602,-0.012
1403,TARS,Healthcare,Biotechnology,NASDAQ,103.31,75.7,100.53,77.0,115.66,82.44,100.24,61.27,90.19,47.2,118.81,78.67,75.96,-2.16,-8.23,6.31,35.38,-7.17,40.77,3653962744.5637207,46791688.0,0.1415,-17.01,598500,0.82,76.97,-1.31,78.11,-2.75,78.18,-2.84,69.85,8.75,4.53,44.13,581130,732603,812380,0.694
1404,GPN,Industrials,Specialty Business Services,NYSE,103.3,75.68,101.34,79.08,111.66,79.06,111.39,76.2,83.68,32.08,76.67,23.96,85.31,-1.36,-1.69,-8.81,12.73,8.38,62.78,22508439607.35901,264618390.0,0.0731,-11.02,2258200,0.87,85.01,0.35,86.73,-1.64,89.07,-4.22,87.35,-2.34,3.1,82.08,2561010,2597113,2940668,0.686
1405,EGBN,Financial Services,Banks - Regional,NASDAQ,103.3,75.68,100.06,75.53,105.5,72.48,110.25,74.91,114.77,78.71,118.69,78.61,28.32,0.21,3.62,2.31,5.47,31.32,80.67,863306106.0570297,30483973.0,0.1137,-3.31,486500,1.83,28.17,0.53,28.07,0.89,27.81,1.83,27.89,1.54,2.15,72.13,379780,266166,278864,
1406,STRK,Technology,Software - Application,NASDAQ,103.29,75.63,108.12,88.85,94.68,55.06,89.14,35.01,67.58,17.57,82.1,28.62,73.59,7.16,-0.93,3.01,23.93,-6.08,42.29,,,0.3,-26.59,69200,0.72,73.68,-0.12,72.98,0.84,72.87,0.99,67.24,9.44,3.81,31.78,110740,96260,90614,0.069
1407,AFCG,Financial Services,Asset Management,NASDAQ,103.29,75.63,105.84,86.83,101.5,66.97,100.71,61.95,89.32,45.13,75.37,23.2,3.48,0.29,-1.14,2.65,21.25,24.66,76.84,77067831.14995122,22468755.0,0.0494,-20.0,62900,0.61,3.47,0.29,3.48,0.0,3.5,-0.57,3.16,10.13,3.23,8.89,75730,102463,92400,
1408,PHVS,Healthcare,Biotechnology,NASDAQ,103.29,75.63,90.25,29.47,124.36,87.33,126.12,86.93,128.15,86.09,135.8,86.4,32.99,-12.14,-12.59,-11.39,-4.15,19.14,73.0,2553337808.2334976,70204506.0,0.0374,-23.72,949000,0.96,35.29,-6.52,36.65,-9.99,36.39,-9.34,35.32,-6.6,7.32,44.72,1032570,988780,745878,
1409,CNSP,Healthcare,Biotechnology,NASDAQ,103.27,75.6,94.94,48.74,111.65,79.04,107.7,71.85,90.23,47.31,28.71,3.22,5.15,-6.36,-10.9,-11.21,5.97,-20.89,29.49,7468004.585124493,1461449.0,0.0015,-51.36,1800,0.24,5.15,0.0,5.42,-4.98,5.61,-8.2,5.47,-5.85,3.59,-0.0,4100,7370,7166,
1410,BCAL,Financial Services,Banks - Regional,NASDAQ,103.26,75.58,100.35,76.65,105.18,72.2,106.4,70.38,106.56,71.25,104.91,64.62,21.59,0.37,1.02,1.59,3.67,11.7,66.69,700881769.2710838,32150541.0,0.0342,-3.66,255900,1.25,21.62,-0.14,21.69,-0.46,21.5,0.42,21.34,1.17,1.91,24.25,309440,204280,212608,-0.016
1411,MMSI,Healthcare,Medical Instruments & Supplies,NASDAQ,103.22,75.56,102.21,81.05,106.37,73.41,111.48,76.3,77.69,26.03,73.02,21.44,87.3,1.35,0.13,-4.16,22.92,3.82,57.15,5097478719.399567,59710420.0,0.08189999,-7.86,743300,1.14,86.16,1.32,86.3,1.16,88.04,-0.84,85.5,2.11,2.46,39.56,541490,653803,848774,0.095
1412,NFJ,Financial Services,Asset Management,NYSE,103.22,75.56,97.98,62.7,108.86,76.38,109.21,73.87,109.02,73.98,103.94,63.33,15.06,-0.4,-1.42,-1.8,1.51,25.18,77.27,1435992940.1781845,94101764.0,0.00059999997,-4.38,208758,1.09,15.2,-0.92,15.2,-0.92,15.24,-1.18,15.13,-0.46,1.32,80.35,279565,191138,210161,-0.198
1413,RYAM,Basic Materials,Chemicals,NYSE,103.2,75.53,102.62,81.98,103.15,69.35,104.7,68.15,105.83,70.44,193.45,95.74,8.75,5.93,3.06,1.63,21.02,37.15,83.84,564152705.041687,67644208.0,0.0748,-26.16,844800,1.08,8.62,1.51,8.48,3.18,8.5,2.94,8.56,2.22,3.64,18.83,818300,781003,882418,0.106
1414,MCBS,Financial Services,Banks - Regional,NASDAQ,103.15,75.52,97.13,58.92,107.07,74.27,108.94,73.62,112.21,76.73,104.53,64.17,34.8,-0.85,-0.8,-0.94,-0.81,31.97,81.03,1002528256.0404739,28660042.0,0.0344,-7.1,90700,1.26,34.81,-0.03,35.11,-0.88,35.16,-1.02,35.51,-2.0,1.8,73.56,81460,72003,76850,0.339
1415,HMC,Consumer Cyclical,Auto Manufacturers,NYSE,103.12,75.49,104.58,85.16,100.11,64.42,98.47,58.45,86.33,35.66,80.95,27.69,32.19,0.25,2.84,1.23,14.6,8.53,63.04,41780364400.7344,1297526814.0,0.0016,-5.77,1663600,1.94,32.32,-0.4,32.26,-0.22,32.07,0.37,31.11,3.47,2.15,17.36,907130,855393,998726,0.135
1416,ADX,Financial Services,Asset Management,NYSE,103.12,75.49,99.17,72.19,105.9,72.9,104.6,68.01,105.89,70.52,104.52,64.14,25.8,1.82,-0.42,-0.39,0.76,18.66,72.53,3210627284.9118347,124927128.0,0.0099,-2.86,231268,0.92,25.86,-0.23,25.71,0.35,25.85,-0.19,25.82,-0.08,1.27,32.06,252316,252525,282467,0.094
1417,MH,Consumer Defensive,Education & Training Services,NYSE,103.11,75.47,114.74,93.12,79.31,26.13,88.16,33.38,55.12,10.84,86.17,32.61,13.69,2.78,11.48,4.98,35.81,-19.71,30.21,2460231282.359331,191308814.0,0.0917,-23.94,758100,1.19,13.32,2.78,13.09,4.58,13.04,4.98,12.06,13.52,4.1,65.99,547550,637796,586818,0.026
