Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,Relative Strength Short Term,Short Term Percentile,10D_RS,10D_RS_Percentile,1M_RS,1M_RS_Percentile,3M_RS,3M_RS_Percentile,6M_RS,6M_RS_Percentile,Price,MarketCap,Float,ShortFloatPct,PctFrom52WkHigh,Volume,VolumeVsAvgVol30,MA10,PriceVsMA10Pct,MA21,PriceVsMA21Pct,MA50,PriceVsMA50Pct,ATR14Pct,LoDDistATR,AvgVol10,AvgVol30,AvgVol50,RevenueGrowth
3674,HTZ,Industrials,Rental & Leasing Services,NASDAQ,83.47,37.15,76.58,9.88,99.13,62.96,101.47,65.22,77.49,25.48,91.05,48.78,4.93,1746177878.4400334,315764523.0,0.4173,-41.59,8804200,0.62,5.8,-15.0,5.94,-17.0,5.5,-10.36,11.27,4.5,8631830,14202620,11565294,0.105
3675,KHC,Consumer Defensive,Packaged Foods,NASDAQ,83.45,37.13,97.3,69.44,80.49,28.93,79.21,28.29,85.6,32.83,82.5,34.47,23.28,27178023553.427654,1185777638.0,0.0913,-20.25,13735200,0.96,23.33,-0.21,22.76,2.28,22.56,3.19,2.93,40.28,16219330,14305136,15209560,0.008
3676,BGS,Consumer Defensive,Packaged Foods,NYSE,83.42,37.11,73.94,7.67,115.02,78.71,109.33,75.28,114.9,75.67,85.04,38.4,4.04,338466400.36255074,81167001.0,0.1379,-36.68,2163500,1.09,4.73,-14.59,5.08,-20.47,5.07,-20.32,6.12,4.05,2695850,1982923,2002924,-0.039
3677,MOMO,Communication Services,Internet Content & Information,NASDAQ,83.42,37.11,94.0,51.39,87.65,38.71,85.01,34.61,85.3,32.57,90.56,47.65,6.07,893871804.2305803,147747401.0,0.0255,-34.16,444700,0.77,6.21,-2.25,6.2,-2.1,5.99,1.34,2.72,24.19,452810,581050,683670,-0.023
3678,PLTR,Technology,Software - Infrastructure,NASDAQ,83.41,37.08,91.8,41.03,79.51,28.0,91.59,47.74,88.41,35.95,142.76,90.71,135.26,321215844967.058,2397311977.0,0.0277,-34.82,29701300,0.6,134.97,0.21,139.06,-2.73,143.54,-5.77,4.15,29.55,41425830,49473326,45678854,0.847
3679,RDY,Healthcare,Drug Manufacturers - Specialty & Generic,NYSE,83.4,37.06,95.8,62.4,85.34,34.99,82.07,31.14,95.98,50.97,89.18,44.96,13.45,11362935117.181185,834896062.0,0.0367,-16.82,2177200,0.74,13.29,1.2,13.4,0.37,13.52,-0.52,2.7,0.0,3707820,2940343,2725262,-0.116
3680,INEO,Consumer Cyclical,Auto Parts,NASDAQ,83.39,37.03,104.05,83.61,70.24,19.51,76.52,25.8,50.79,10.31,47.11,7.59,0.61,10489925.671226978,16545624.0,0.0047999998,-70.95,26200,0.2,0.59,3.39,0.63,-3.17,0.56,8.93,14.05,11.67,78800,134336,377424,0.103
3681,MWA,Industrials,Specialty Industrial Machinery,NYSE,83.39,37.03,85.11,22.68,92.44,51.06,97.25,58.81,110.01,71.24,83.81,36.4,25.0,3991577261.103388,156471079.0,0.0325,-19.35,831700,0.64,25.89,-3.44,26.86,-6.92,27.59,-9.39,2.85,2.81,1242350,1304233,1197590,0.055
3682,NXRT,Real Estate,REIT - Residential,NYSE,83.39,37.03,98.38,72.21,84.95,34.57,75.59,25.09,84.19,31.3,79.25,30.04,28.79,1448426518.36302,51545427.0,0.0506,-21.08,169400,0.94,29.22,-1.47,28.41,1.34,26.72,7.75,2.51,62.35,183700,179723,212420,0.005
3683,STZ,Consumer Defensive,Beverages - Brewers,NYSE,83.38,37.0,91.08,38.08,83.07,32.28,85.86,35.68,95.3,49.5,67.83,18.3,146.47,24512452828.466034,172198467.0,0.0468,-25.18,2126300,1.02,145.32,0.79,149.73,-2.18,151.98,-3.63,3.13,35.12,2034940,2094810,2010170,-0.113
3684,TEL,Technology,Electronic Components,NYSE,83.35,36.97,84.8,22.0,92.07,50.22,114.7,78.94,114.21,74.9,117.26,83.31,196.07,59870747511.04906,291895799.0,0.028900001,-22.37,3439500,1.19,206.83,-5.2,210.25,-6.74,212.15,-7.58,3.73,31.75,3216830,2892216,2507530,0.145
3685,GRND,Technology,Software - Application,NYSE,83.35,36.97,98.41,72.31,89.75,44.0,82.23,31.3,62.89,16.01,64.67,16.06,13.09,2381528024.00292,177725977.0,0.1087,-47.91,1620800,1.14,13.97,-6.3,13.71,-4.52,12.95,1.08,5.0,2.29,2245640,1426043,1375298,0.383
3686,IOT,Technology,Software - Infrastructure,NYSE,83.33,36.95,98.62,72.93,84.41,33.83,80.62,29.56,56.9,13.06,76.49,27.02,30.79,17224909712.719242,582710082.0,0.1137,-36.39,7112800,1.23,29.24,5.3,29.69,3.7,30.42,1.22,5.25,19.79,5240930,5762386,5941442,0.283
3687,OMC,Communication Services,Advertising Agencies,NYSE,83.31,36.93,90.49,36.31,97.48,60.38,92.7,50.01,99.54,57.24,84.32,37.13,71.83,20186989384.54193,285006196.0,0.0964,-17.6,3333300,0.77,74.37,-3.42,75.67,-5.07,76.19,-5.72,3.24,4.3,4142790,4314173,4697984,0.692
3688,BOX,Technology,Software - Infrastructure,NYSE,83.3,36.91,101.2,78.8,78.48,27.1,74.08,23.84,64.48,17.18,81.67,33.1,25.7,3417600091.349201,138532634.0,0.1444,-33.76,2501600,1.11,24.81,3.59,24.65,4.26,24.14,6.46,3.83,10.67,2341260,2251013,2286986,0.136
3689,ADNT,Consumer Cyclical,Auto Parts,NYSE,83.29,36.9,86.38,25.6,90.37,45.97,102.79,66.99,123.47,81.48,90.01,46.52,19.67,1634134997.0449333,78413387.0,0.0714,-28.0,1138700,1.22,21.68,-9.27,21.49,-8.47,20.93,-6.02,5.66,7.18,1226960,931456,946280,0.07
3690,GBAB,Financial Services,Asset Management,NYSE,83.25,36.88,89.83,34.45,87.66,38.75,90.75,45.92,98.2,54.96,94.2,57.93,13.57,381467502.14792347,27682693.0,0.3,-14.87,351600,3.47,13.97,-2.86,14.16,-4.17,14.26,-4.84,1.31,33.65,136630,101356,104096,
3691,AAL,Industrials,Airlines,NASDAQ,83.23,36.86,93.48,48.62,86.22,36.15,84.55,34.04,91.94,41.21,89.69,45.91,12.06,8141651313.998248,661385137.0,0.1221,-26.91,67448400,1.21,12.71,-5.11,12.22,-1.31,11.56,4.33,3.86,19.33,55711880,55673226,61242592,0.108
3692,CRSP,Healthcare,Biotechnology,NASDAQ,83.2,36.85,85.53,23.63,93.37,53.41,90.43,44.81,104.67,64.81,101.08,70.67,47.59,4669086006.003082,96448792.0,0.26700002,-39.36,1688100,0.96,51.69,-7.93,52.22,-8.87,51.07,-6.81,5.49,25.64,1610860,1758503,2000800,0.686
3693,NXST,Communication Services,Broadcasting,NASDAQ,83.18,36.83,88.55,31.05,94.63,55.77,100.22,63.59,120.46,79.47,98.24,66.52,188.63,5967008352.710495,30538965.0,0.0673,-25.82,444300,1.16,195.54,-3.53,199.04,-5.23,203.34,-7.23,4.59,14.55,416810,381633,424912,0.131
3694,ARQT,Healthcare,Biotechnology,NASDAQ,83.16,36.8,76.79,10.12,102.62,67.47,110.32,76.07,136.87,86.93,209.83,96.41,19.5,2666777495.5075836,125083374.0,0.1439,-38.62,4512100,2.7,21.2,-8.02,22.28,-12.48,22.91,-14.88,6.59,15.96,2956690,1669663,1538370,0.601
3695,PEG,Utilities,Utilities - Regulated Electric,NYSE,83.16,36.8,90.87,37.42,88.23,39.92,86.58,36.52,98.42,55.33,90.99,48.54,77.33,38091689185.484985,498321402.0,0.0221,-15.26,3288800,1.17,77.62,-0.37,78.89,-1.98,80.66,-4.13,2.11,68.16,3629430,2812590,2806742,0.194
3696,DIS,Communication Services,Entertainment,NYSE,83.14,36.78,95.68,61.18,83.96,33.33,87.09,37.3,88.35,35.92,81.12,32.43,102.29,178374455593.04492,1736511424.0,0.0139,-17.96,7027300,0.81,105.49,-3.03,104.0,-1.64,101.14,1.14,2.78,11.26,10371310,8728186,9529924,0.065
3697,ELUT,Healthcare,Medical Devices,NASDAQ,83.13,36.75,98.97,73.73,70.96,20.14,87.27,37.65,94.39,47.64,21.99,1.72,1.12,47956265.127922535,46559482.0,0.0033000002,-57.58,145300,1.29,1.05,6.67,1.05,6.67,1.08,3.7,7.24,61.67,161020,112780,120118,0.162
3698,CRNX,Healthcare,Biotechnology,NASDAQ,83.13,36.75,81.87,16.66,93.47,53.65,86.81,36.83,111.53,72.72,117.7,83.56,34.94,3877036496.426697,105440208.0,0.1574,-39.75,932200,0.74,37.83,-7.64,38.49,-9.22,37.85,-7.69,6.82,44.08,1669290,1252250,1254336,28.734
3699,THRM,Consumer Cyclical,Auto Parts,NASDAQ,83.12,36.72,95.93,63.59,84.59,34.08,79.16,28.21,92.03,41.5,91.83,50.69,29.96,925222879.4497051,30666983.0,0.0299,-24.11,303900,1.18,30.67,-2.31,30.2,-0.79,29.2,2.6,3.52,55.05,226860,258603,248682,0.113
3700,WEX,Technology,Software - Infrastructure,NYSE,83.12,36.72,85.64,23.91,88.78,41.45,106.39,71.75,93.92,46.66,82.01,33.62,141.08,4902768719.580734,34668143.0,0.061300002,-24.5,567500,0.9,140.11,0.69,148.95,-5.28,154.69,-8.8,4.04,27.7,614450,630320,555016,0.058
3701,AII,Financial Services,Insurance - Property & Casualty,NYSE,83.11,36.69,84.27,21.0,96.9,59.5,93.39,51.5,89.46,37.16,102.56,72.54,16.56,334415240.2113571,19590817.0,0.0164,-37.18,105000,1.32,18.26,-9.31,18.84,-12.1,18.86,-12.2,4.81,18.81,95350,79320,106146,0.265
3702,KELYA,Industrials,Staffing & Employment Services,NASDAQ,83.11,36.69,98.12,71.42,78.24,26.93,76.28,25.55,81.03,28.37,57.98,12.43,9.7,332824237.2252464,34669190.0,0.0392,-35.07,701200,1.69,9.69,0.1,9.64,0.62,9.13,6.24,3.9,52.88,575650,415553,406508,-0.107
3703,ACFN,Technology,Scientific & Technical Instruments,NASDAQ,83.09,36.64,87.64,28.75,87.98,39.41,90.84,46.17,93.94,46.76,57.94,12.39,16.7,41637083.75682449,2508258.0,0.0166,-49.39,6300,0.53,17.22,-3.02,17.98,-7.12,18.33,-8.89,6.31,28.46,10000,11840,17652,-0.326
3704,BROS,Consumer Cyclical,Restaurants,NYSE,83.09,36.64,91.37,39.24,90.22,45.52,79.99,28.93,70.86,20.97,71.81,21.87,52.77,6998195417.946739,137192622.0,0.44599998,-32.24,3790400,0.81,52.2,1.09,54.3,-2.82,52.65,0.23,5.37,25.25,5710520,4670373,4211050,0.308
3705,LTRN,Healthcare,Biotechnology,NASDAQ,83.09,36.64,130.33,95.72,53.77,9.78,66.77,18.3,66.08,18.14,87.61,42.32,3.09,40062859.41845894,12758872.0,0.17899999,-46.2,118100,0.38,2.53,22.13,2.41,28.22,2.24,37.95,9.26,66.4,386150,310236,784168,
3706,OXM,Consumer Cyclical,Apparel Manufacturing,NYSE,83.08,36.61,86.74,26.36,95.19,56.75,105.31,70.49,88.09,35.56,57.89,12.34,37.73,586496244.9347382,14900819.0,0.336,-33.69,241100,0.88,41.78,-9.69,42.86,-11.97,39.95,-5.56,5.72,12.5,290150,274446,332164,-0.041
3707,ISD,Financial Services,Asset Management,NYSE,83.06,36.58,90.72,37.0,87.12,37.73,88.97,40.67,98.3,55.13,97.59,65.5,12.8,431805272.79012966,33344037.0,0.32,-13.46,67200,0.81,13.16,-2.74,13.24,-3.32,13.13,-2.51,1.5,15.58,76020,83186,93582,
3708,UPXI,Communication Services,Internet Content & Information,NASDAQ,83.06,36.58,114.66,91.68,48.99,8.0,32.08,4.56,13.9,1.16,41.91,6.1,1.29,101879653.95034504,70261828.0,0.2839,-91.68,1327000,0.4,1.39,-7.19,1.37,-5.84,1.21,6.61,10.18,30.47,3416980,3292610,4350470,0.442
3709,FITBO,Financial Services,Banks - Regional,NASDAQ,83.05,36.56,91.33,39.07,85.77,35.49,88.85,40.32,90.78,38.85,85.93,39.59,18.48,,,0.45,-15.03,18800,1.18,18.95,-2.48,19.14,-3.45,19.17,-3.6,0.92,0.0,19320,15880,17252,0.33
3710,FCN,Industrials,Consulting Services,NYSE,83.04,36.53,85.51,23.58,87.25,37.89,98.69,61.44,86.4,33.67,85.89,39.52,154.64,4333507456.093826,30144043.0,0.0794,-18.31,738400,1.5,154.11,0.34,167.53,-7.69,171.16,-9.65,5.51,26.38,778760,492496,462678,0.095
3711,YUMC,Consumer Cyclical,Restaurants,NYSE,83.04,36.53,87.09,27.3,91.77,49.57,93.54,51.85,109.82,71.06,95.21,60.82,45.33,15975591793.499794,351034770.0,0.014199999,-22.37,1373900,1.06,46.8,-3.14,47.57,-4.71,49.33,-8.11,1.98,7.23,1305350,1299733,1447206,0.097
3712,MAA,Real Estate,REIT - Residential,NYSE,83.04,36.53,94.79,55.12,84.53,34.0,80.79,29.76,86.88,34.2,81.2,32.58,128.47,14630733352.866531,116384802.0,0.025899999,-21.01,679600,0.73,128.79,-0.25,128.21,0.2,125.54,2.33,1.83,52.25,859130,926110,948170,0.008
3713,PCYO,Utilities,Utilities - Regulated Water,NASDAQ,83.03,36.48,86.29,25.28,94.98,56.37,92.99,50.72,88.64,36.12,90.01,46.52,10.16,252126878.59949112,24103908.0,0.018099999,-18.33,36500,0.78,11.06,-8.14,11.25,-9.69,10.86,-6.45,4.25,25.48,42590,46926,56032,0.294
3714,MCK,Healthcare,Medical Distribution,NYSE,83.03,36.48,85.44,23.46,92.14,50.43,98.55,61.17,119.28,78.71,119.51,84.27,761.89,91423595949.47076,120204051.0,0.0226,-23.73,1264500,1.21,747.72,1.9,787.47,-3.25,844.54,-9.79,3.31,-0.0,1562010,1042053,934194,0.06
3715,VVR,Financial Services,Asset Management,NYSE,82.99,36.46,91.62,40.3,85.92,35.71,87.49,37.87,88.59,36.07,84.54,37.44,2.97,460235838.17794347,153925029.0,0.0015,-22.45,1731400,2.1,3.01,-1.33,3.06,-2.94,3.05,-2.62,1.48,91.11,814880,822986,836192,-0.188
3716,EVH,Healthcare,Health Information Services,NYSE,82.95,36.44,119.06,93.29,69.46,18.86,48.98,9.11,44.27,7.97,41.26,5.84,3.89,445425029.6108122,112481067.0,0.1365,-67.76,2046600,0.75,4.04,-3.71,3.76,3.46,3.09,25.89,9.19,25.17,3115480,2726006,2869370,0.026
3717,OBDC,Financial Services,Asset Management,NYSE,82.94,36.42,91.42,39.49,89.66,43.72,82.83,31.93,82.72,30.18,83.71,36.17,11.05,5563583821.972549,496305424.0,0.0427,-27.23,3543600,0.87,11.25,-1.78,11.4,-3.07,11.15,-0.9,2.68,46.87,4299450,4094750,5042270,0.135
3718,ALHC,Healthcare,Healthcare Plans,NASDAQ,82.92,36.4,78.12,11.31,94.81,55.98,107.81,73.59,120.45,79.45,111.94,80.22,16.36,3251922941.154766,206733823.0,0.0801,-31.46,3766400,0.7,17.31,-5.49,19.17,-14.66,18.99,-13.85,8.2,8.58,8325360,5413893,4635460,0.333
3719,UEIC,Technology,Consumer Electronics,NASDAQ,82.92,36.4,88.06,29.89,86.48,36.58,86.23,36.03,86.84,34.16,44.42,6.85,3.96,50773813.79909611,12630302.0,0.0139999995,-47.2,44900,0.9,4.11,-3.65,4.19,-5.49,4.19,-5.49,4.37,34.71,56440,49846,60954,-0.144
3720,ITW,Industrials,Specialty Industrial Machinery,NYSE,82.91,36.37,88.53,30.96,87.4,38.18,97.14,58.67,107.57,68.56,85.59,39.14,247.37,71257533892.82227,287700000.0,0.0315,-18.4,1818400,1.37,251.97,-1.83,258.28,-4.22,261.88,-5.54,2.39,50.68,1298050,1331166,1299512,0.046
3721,BSET,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,82.91,36.37,95.2,57.24,80.88,29.38,79.64,28.68,88.7,36.16,89.73,46.04,14.15,121666579.74107361,8647234.0,0.0383,-28.35,22300,0.75,14.06,0.64,14.25,-0.7,14.14,0.07,2.49,42.57,22470,29650,31982,-0.022
3722,AEO,Consumer Cyclical,Apparel Retail,NYSE,82.9,36.34,78.58,11.86,95.15,56.65,116.3,79.72,156.4,91.61,132.79,88.64,15.36,2548455606.201866,166674664.0,0.1672,-46.03,6323500,1.35,15.79,-2.72,16.75,-8.3,17.22,-10.8,4.52,96.5,4435010,4676696,4959616,0.129
3723,BLW,Financial Services,Asset Management,NYSE,82.89,36.32,91.62,40.3,86.12,36.0,87.72,38.25,94.73,48.22,93.38,55.53,12.28,484255729.41856384,39084400.0,0.00029999999,-14.13,186800,1.42,12.54,-2.07,12.61,-2.62,12.57,-2.31,1.26,38.9,120550,131976,148926,-0.069
3724,GBR,Real Estate,Real Estate Services,NYSE ARCA,82.86,36.31,94.09,51.77,88.44,40.42,91.31,47.16,80.69,28.09,74.25,24.29,0.8,4054227.970119357,5131934.0,0.064899996,-55.06,42300,0.04,0.78,2.56,0.8,0.0,0.83,-3.61,5.89,106.06,47600,999940,662100,0.026
3725,NCDL,Financial Services,Asset Management,NYSE,82.82,36.28,86.89,26.85,94.97,56.33,93.47,51.72,85.79,32.92,84.1,36.88,12.84,655860210.0122309,49387065.0,0.0148,-25.65,313400,1.52,13.44,-4.46,13.92,-7.76,13.49,-4.82,3.65,6.4,223700,205586,219082,
3726,AON,Financial Services,Insurance Brokers,NYSE,82.82,36.28,96.16,65.08,79.58,28.12,86.76,36.74,79.48,27.11,83.75,36.25,323.66,67750880022.49405,213576949.0,0.0112,-15.05,2140600,1.47,315.68,2.53,317.98,1.79,320.63,0.95,2.69,16.05,1637250,1458923,1394798,0.065
3727,GLAD,Financial Services,Asset Management,NASDAQ,82.81,36.26,95.88,63.09,82.14,31.06,78.08,27.13,72.47,22.23,73.46,23.58,18.99,434012834.80542755,22593069.0,0.0319,-35.63,290000,1.43,19.41,-2.16,19.07,-0.42,18.29,3.83,2.62,6.03,183950,202926,220014,0.205
3728,PROK,Healthcare,Biotechnology,NASDAQ,82.79,36.22,74.96,8.37,103.65,68.72,108.63,74.32,133.52,85.98,138.82,90.06,1.55,501255470.7009598,301961133.0,0.2065,-78.26,877900,0.94,1.75,-11.43,1.85,-16.22,1.92,-19.27,7.03,18.36,892620,930550,900572,-0.017
3729,GME,Consumer Cyclical,Specialty Retail,NYSE,82.79,36.22,87.27,27.74,88.78,41.45,92.79,50.27,92.21,42.02,73.67,23.67,22.1,9680419708.04662,448375157.0,0.145,-38.29,4383900,0.46,22.83,-3.2,23.95,-7.72,23.66,-6.59,5.29,42.79,8422150,9440763,8010298,-0.139
3730,GIGM,Communication Services,Electronic Gaming & Multimedia,NASDAQ,82.79,36.22,94.36,53.15,77.96,26.62,83.41,32.52,94.49,47.82,89.8,46.17,1.41,16025741.277011633,11052235.0,0.09,-25.4,4900,0.76,1.43,-1.4,1.43,-1.4,1.45,-2.76,4.56,0.0,9630,6410,5192,-0.123
3731,ONC,Healthcare,Biotechnology,NASDAQ,82.78,36.19,90.23,35.68,84.77,34.35,92.85,50.43,114.84,75.63,120.06,84.59,297.01,30427118269.745087,103751217.0,0.0156,-22.9,219100,0.99,307.28,-3.34,303.32,-2.08,299.89,-0.96,3.2,73.22,280220,222050,218974,0.355
3732,ZEPP,Technology,Consumer Electronics,NYSE,82.77,36.17,54.12,1.48,175.08,93.9,155.23,92.2,347.34,98.46,642.34,98.92,9.22,150316055.25,14664981.0,0.0551,-85.09,155400,1.63,11.78,-21.73,14.5,-36.41,14.4,-35.97,20.2,10.2,154960,95146,105442,0.43
3733,TARA,Healthcare,Biotechnology,NASDAQ,82.74,36.15,74.66,8.15,106.03,71.59,102.67,66.88,164.54,92.72,222.58,97.03,4.34,286641603.33994627,56204237.0,0.1109,-44.5,497200,0.78,5.13,-15.4,5.2,-16.54,5.21,-16.7,7.22,7.98,658870,633473,711084,
3734,MMM,Industrials,Conglomerates,NYSE,82.73,36.14,95.7,61.36,82.19,31.12,90.15,43.72,98.16,54.91,106.48,76.1,149.36,76263565540.09879,521567261.0,0.016,-15.81,4629300,1.15,146.05,2.27,145.46,2.68,147.02,1.59,2.53,26.51,4351550,4009776,3918216,0.013
3735,NOAH,Financial Services,Asset Management,NYSE,82.72,36.12,90.73,37.06,87.63,38.65,84.39,33.81,103.45,63.22,87.26,41.76,10.22,681963574.1857243,65573423.0,0.0062,-20.4,71800,1.14,10.59,-3.49,10.5,-2.67,10.59,-3.49,2.46,39.77,49460,62900,114396,0.125
3736,SFBC,Financial Services,Banks - Regional,NASDAQ,82.71,36.1,94.44,53.48,82.2,31.14,85.5,35.41,82.66,30.09,81.73,33.22,42.44,100401536.56048584,2380876.0,0.0469,-16.54,4100,0.7,42.1,0.81,41.94,1.19,42.69,-0.59,1.46,125.59,3610,5843,8030,0.049
3737,MGNI,Communication Services,Advertising Agencies,NASDAQ,82.69,36.09,98.18,71.64,84.66,34.16,76.12,25.44,64.79,17.34,69.39,19.65,13.39,1850751128.0634918,144364366.0,0.0958,-49.76,2549000,1.0,13.36,0.22,13.25,1.06,12.74,5.1,5.52,17.6,3485340,2547663,2292878,0.055
3738,HFFG,Consumer Defensive,Food Distribution,NASDAQ,82.68,36.07,104.67,84.15,74.19,23.03,68.3,19.4,53.09,11.43,70.67,21.02,2.0,108020341.32003736,53475417.0,0.0274,-53.38,111400,0.68,1.95,2.56,1.95,2.56,1.95,2.56,6.83,14.64,202180,164186,197246,0.045
3739,HVT,Consumer Cyclical,Home Improvement Retail,NYSE,82.67,36.05,92.37,43.45,80.26,28.69,97.04,58.46,108.73,69.94,96.35,63.29,21.22,334944287.3341541,16095353.0,0.0001,-23.31,76600,0.84,21.23,-0.05,21.69,-2.17,21.7,-2.21,5.02,63.85,100760,91373,125128,0.041
3740,OESX,Industrials,Electrical Equipment & Parts,NASDAQ,82.66,36.04,84.21,20.91,94.24,55.21,83.7,32.95,114.33,75.09,171.48,94.1,8.78,37610567.55776882,4052863.0,0.016,-52.9,43100,1.19,9.35,-6.1,9.28,-5.39,9.44,-6.99,5.46,8.35,36350,36220,37284,0.077
3741,VEL,Financial Services,Mortgage Finance,NYSE,82.64,36.02,85.09,22.65,92.52,51.38,93.77,52.49,93.59,45.94,90.04,46.58,17.22,666162091.6155376,39255281.0,0.1983,-19.51,96400,1.21,17.67,-2.55,18.57,-7.27,18.39,-6.36,3.72,45.31,110620,79393,100298,1.321
3742,CWT,Utilities,Utilities - Regulated Water,NYSE,82.61,36.0,91.91,41.51,84.19,33.56,88.78,40.23,93.72,46.25,88.15,43.38,42.91,2541968110.203064,59853262.0,0.0343,-14.93,235200,0.42,43.04,-0.3,43.92,-2.3,44.38,-3.31,2.71,14.64,377180,565433,524556,0.052
3743,WY,Real Estate,REIT - Specialty,NYSE,82.6,35.98,88.85,31.78,84.28,33.7,88.14,38.76,95.08,49.03,72.21,22.17,22.89,16353246592.164742,721042609.0,0.0361,-17.84,5812800,1.15,23.3,-1.76,23.93,-4.35,23.99,-4.59,2.55,75.49,5472920,5038370,5137322,-0.02
3744,REGN,Healthcare,Biotechnology,NASDAQ,82.6,35.98,81.2,15.35,94.24,55.21,106.07,71.35,107.97,68.99,109.19,78.17,630.3,73203854094.0,104839032.0,0.033,-23.24,1445100,1.68,697.22,-9.6,712.68,-11.56,736.73,-14.45,3.7,61.29,1097120,858146,754906,0.19
3745,NTES,Communication Services,Electronic Gaming & Multimedia,NASDAQ,82.59,35.94,94.16,52.05,83.45,32.59,80.68,29.6,87.03,34.38,113.26,81.17,114.49,72350962792.22882,638128105.0,0.0092,-28.24,651800,0.89,116.22,-1.49,114.95,-0.4,114.59,-0.09,2.43,54.0,770070,733936,712186,0.03
3746,VTEX,Technology,Software - Application,NYSE,82.59,35.94,90.08,35.15,84.22,33.59,94.27,53.81,56.58,12.78,71.44,21.61,3.53,605225714.3205884,170486119.0,0.0423,-48.24,1199600,0.92,3.6,-1.94,3.8,-7.11,3.9,-9.49,6.0,14.17,1495740,1300956,1317394,0.121
3747,MHO,Consumer Cyclical,Residential Construction,NYSE,82.56,35.92,90.61,36.7,89.03,42.05,90.15,43.72,104.86,65.02,89.0,44.84,122.39,3126396301.482086,25767710.0,0.060399998,-22.99,177400,0.75,127.3,-3.86,129.48,-5.48,126.3,-3.1,3.32,48.26,187970,235790,233552,-0.057
3748,LSE,Energy,Oil & Gas Equipment & Services,NASDAQ,82.55,35.89,90.53,36.44,92.92,52.37,85.36,35.15,82.65,30.07,91.47,49.89,4.71,78655498.05164337,17025000.0,0.024500001,-51.84,4100,0.44,4.83,-2.48,4.98,-5.42,4.89,-3.68,4.93,8.61,4310,9390,9276,-0.31
3749,MXCT,Healthcare,Medical Devices,NASDAQ,82.55,35.89,127.15,95.13,56.47,10.96,46.86,8.44,36.08,5.24,74.22,24.22,1.04,111406534.7936325,107121672.0,0.0494,-56.67,825800,0.91,0.95,9.47,0.9,15.56,0.83,25.3,8.05,29.86,1447020,906846,929410,-0.071
3750,WAL,Financial Services,Banks - Regional,NYSE,82.54,35.86,89.67,33.91,89.9,44.5,87.94,38.6,101.77,60.84,85.75,39.38,76.11,8125574291.275635,109185360.0,0.0008,-21.72,1605600,1.45,77.74,-2.1,78.72,-3.32,74.59,2.04,3.43,63.93,1328460,1108476,1236626,0.079
3751,PSBD,Financial Services,Asset Management,NYSE,82.54,35.86,94.09,51.77,85.79,35.52,82.17,31.23,79.66,27.3,81.18,32.52,10.69,331436657.2283516,31120814.0,0.0108,-28.61,118300,1.11,10.77,-0.74,10.82,-1.2,10.47,2.1,3.89,26.46,121780,106423,97644,
3752,MAS,Industrials,Building Products & Equipment,NYSE,82.53,35.82,90.18,35.57,93.55,53.84,89.49,41.69,103.01,62.53,78.05,28.71,64.47,13262965392.628098,203607085.0,0.0473,-18.59,3046500,0.91,68.69,-6.14,70.43,-8.46,65.33,-1.32,3.43,55.11,3125670,3364180,3008388,0.065
3753,BXSL,Financial Services,Asset Management,NYSE,82.53,35.82,91.88,41.38,86.84,37.22,82.72,31.76,77.84,25.82,83.39,35.64,23.53,5588301218.559635,232652003.0,0.0612,-28.28,1913900,0.7,23.95,-1.75,24.1,-2.37,23.77,-1.01,2.35,21.66,2627520,2741010,2704768,-0.09
3754,BRNS,Healthcare,Biotechnology,NASDAQ,82.53,35.82,105.72,85.46,63.43,14.7,57.7,12.87,62.89,16.01,63.44,15.53,0.68,27777247.53217405,40848893.0,0.00029999999,-76.71,19500,0.88,0.68,0.0,0.65,4.62,0.62,9.68,8.6,42.74,28570,22056,26182,
3755,PLG,Basic Materials,Other Precious Metals & Mining,NYSE ARCA,82.52,35.78,80.08,13.72,83.78,33.1,80.39,29.3,143.22,88.8,122.94,85.65,1.57,216872257.92802334,126825879.0,0.0502,-61.14,1334100,0.95,1.77,-11.3,1.76,-10.8,1.82,-13.74,7.23,8.81,1674730,1406860,1697590,
3756,TLN,Utilities,Utilities - Independent Power Producers,NASDAQ,82.51,35.76,82.38,17.73,107.97,73.79,94.97,54.98,113.76,74.54,127.95,87.21,314.57,15273099027.679688,45695008.0,0.0583,-30.29,843900,1.19,362.19,-13.15,361.78,-13.05,342.12,-8.05,6.1,27.13,795650,708016,710050,0.967
3757,NSP,Industrials,Staffing & Employment Services,NYSE,82.51,35.76,106.56,86.37,56.19,10.81,55.07,11.51,41.67,7.31,48.53,8.13,31.46,1153854354.387535,38169182.0,0.1449,-56.44,856900,0.99,30.93,1.71,31.75,-0.91,28.22,11.48,9.12,12.55,631350,869883,1009296,0.017
3758,PXLW,Technology,Semiconductors,NASDAQ,82.48,35.73,99.74,75.47,75.88,24.48,69.28,20.11,76.53,25.01,75.5,25.78,5.95,43461051.65452194,6363258.0,0.0385,-61.41,159200,1.89,5.98,-0.5,5.87,1.36,5.69,4.57,7.18,88.96,179170,84250,72956,-0.937
