Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,Relative Strength Short Term,Short Term Percentile,10D_RS,10D_RS_Percentile,1M_RS,1M_RS_Percentile,3M_RS,3M_RS_Percentile,6M_RS,6M_RS_Percentile,Price,MarketCap,Float,ShortFloatPct,PctFrom52WkHigh,Volume,VolumeVsAvgVol30,MA10,PriceVsMA10Pct,MA21,PriceVsMA21Pct,MA50,PriceVsMA50Pct,ATR14Pct,LoDDistATR,AvgVol10,AvgVol30,AvgVol50,RevenueGrowth
4610,CDRE,Industrials,Aerospace & Defense,NYSE,69.46,21.39,87.73,29.0,71.73,20.9,70.44,20.89,110.44,71.7,116.25,82.67,29.59,1274508120.1666775,42797451.0,0.083100006,-39.32,272000,0.6,30.08,-1.63,29.66,-0.24,31.12,-4.92,6.29,51.05,556020,451930,480820,0.195
4611,AOS,Industrials,Specialty Industrial Machinery,NYSE,69.45,21.37,82.84,18.46,73.52,22.56,84.39,33.81,106.28,66.72,84.98,38.28,55.95,7719780998.899231,137828624.0,0.0825,-31.66,1384600,0.79,58.01,-3.55,60.43,-7.41,63.22,-11.5,3.39,45.91,1707840,1741940,1626750,-0.019
4612,METCB,Basic Materials,Coking Coal,NASDAQ,69.44,21.34,83.95,20.42,76.87,25.47,78.19,27.23,107.95,68.97,106.9,76.47,9.6,653052157.0946846,65174863.0,0.0084,-56.06,12800,0.53,10.29,-6.71,10.28,-6.61,10.55,-9.0,5.88,15.95,24860,24183,29168,-0.097
4613,GGRP,Technology,Software - Infrastructure,NASDAQ,69.44,21.34,126.53,94.94,41.67,5.73,44.65,7.66,43.81,7.81,92.92,53.79,0.74,13678652.162848592,21076506.0,0.013300001,-60.0,614100,1.38,0.59,25.42,0.57,29.82,0.57,29.82,10.32,94.29,1225760,444876,282906,-0.538
4614,KPLT,Technology,Software - Infrastructure,NASDAQ,69.43,21.32,83.39,19.4,76.23,24.79,77.74,26.84,71.64,21.57,56.74,11.7,6.05,32211793.170635223,4765058.0,0.1873,-75.14,35100,2.03,6.62,-8.61,6.84,-11.55,6.96,-13.07,6.31,39.28,21650,17296,18976,0.173
4615,NWL,Consumer Defensive,Household & Personal Products,NASDAQ,69.4,21.3,79.1,12.56,93.66,54.11,82.47,31.52,97.26,53.2,50.74,9.09,3.55,1631722608.0081568,424927772.0,0.1418,-46.54,7363400,1.13,4.08,-12.99,4.16,-14.66,3.95,-10.13,6.86,16.42,7240890,6535186,6359578,-0.011
4616,CSTL,Healthcare,Diagnostics & Research,NASDAQ,69.34,21.29,69.88,5.5,86.4,36.43,87.68,38.2,108.4,69.5,157.24,92.79,19.2,580211956.3060913,30329952.0,0.048299998,-56.64,343500,0.79,19.62,-2.14,22.25,-13.71,23.8,-19.33,7.53,26.27,712860,434526,380156,-0.049
4617,APWC,Industrials,Electrical Equipment & Parts,NASDAQ,69.33,21.26,85.34,23.18,79.44,27.94,70.12,20.63,91.7,40.56,86.86,41.08,1.33,58962408.48727167,41232455.0,0.0001,-43.16,1400,0.22,1.44,-7.64,1.46,-8.9,1.43,-6.99,5.16,29.17,5360,6510,5982,0.15
4618,PSNYW,Consumer Cyclical,Auto Manufacturers,NASDAQ,69.33,21.26,92.29,43.09,64.97,15.79,60.31,14.16,38.35,6.13,95.35,61.19,3.14,29326354274.26635,9309953456.0,1.0,-78.19,3800,0.62,3.12,0.64,3.18,-1.26,3.83,-18.02,10.74,56.36,4530,6163,7116,0.454
4619,TATT,Industrials,Aerospace & Defense,NASDAQ,69.32,21.23,78.8,12.18,80.92,29.44,83.08,32.19,146.99,89.79,122.29,85.43,32.69,416499058.73283386,12983137.0,0.037100002,-49.32,167200,0.89,34.4,-4.97,35.33,-7.47,41.57,-21.36,4.86,28.96,151260,187766,208020,0.134
4620,EOSE,Industrials,Electrical Equipment & Parts,NASDAQ,69.31,21.22,101.0,78.47,63.66,14.98,70.89,21.22,132.92,85.81,257.88,97.75,6.88,2670277744.646406,339514027.0,0.3031,-65.36,24864400,0.78,7.62,-9.71,7.2,-4.44,6.28,9.55,11.93,16.44,41552540,32048023,25813278,4.447
4621,ROP,Technology,Software - Application,NASDAQ,69.28,21.2,89.21,32.7,72.35,21.57,68.29,19.37,60.72,14.71,72.94,23.2,328.91,32384379887.149323,100917359.0,0.0442,-43.68,1466100,1.22,331.38,-0.75,345.05,-4.68,349.57,-5.91,3.08,8.99,1276570,1203430,1249618,0.113
4622,CDTG,Industrials,Waste Management,NASDAQ,69.27,21.18,98.02,71.13,49.8,8.29,59.96,13.94,36.51,5.46,41.38,5.94,0.29,4490299.829095602,13525000.0,0.0044,-86.38,67700,0.7,0.32,-9.38,0.32,-9.38,0.35,-17.14,15.07,0.0,134630,96336,92480,-0.423
4623,TRAK,Technology,Software - Application,NYSE,69.26,21.17,105.02,84.75,66.03,16.66,50.65,9.68,46.44,8.87,62.52,14.89,9.85,176283577.03366756,18173565.0,0.1336,-57.08,73600,0.44,9.69,1.65,9.29,6.03,8.39,17.4,6.24,6.5,126950,168163,155350,-0.005
4624,CCIF,Financial Services,Asset Management,NYSE,69.25,21.14,92.82,45.55,67.71,17.63,61.42,14.89,64.38,17.02,78.03,28.69,3.21,73983190.98216581,21198622.0,0.0375,-51.73,132100,1.07,3.3,-2.73,3.26,-1.53,3.19,0.63,3.49,8.94,143280,123126,124552,
4625,LTBR,Industrials,Electrical Equipment & Parts,NASDAQ,69.25,21.14,80.02,13.61,82.76,31.78,81.79,30.95,87.46,34.97,118.98,84.05,10.4,375740917.4979048,32844487.0,0.1338,-66.82,681100,0.8,12.74,-18.37,12.73,-18.3,11.87,-12.38,10.19,17.92,908960,850603,847556,
4626,SOFI,Financial Services,Credit Services,NASDAQ,69.23,21.12,83.98,20.52,71.9,21.18,84.98,34.57,87.65,35.14,145.11,91.1,15.23,20023589691.60576,1282741200.0,0.1272,-53.47,63593100,0.98,15.81,-3.67,16.67,-8.64,16.91,-9.93,4.57,44.56,61351760,64890476,64822392,0.425
4627,ZH,Communication Services,Internet Content & Information,NYSE,69.18,21.1,87.75,29.12,73.13,22.23,80.05,29.0,70.66,20.81,83.23,35.48,3.09,270791513.6674261,86792155.0,0.0257,-44.32,81900,0.29,3.23,-4.33,3.3,-6.36,3.19,-3.13,4.18,0.0,157980,287006,433606,-0.251
4628,PRCT,Healthcare,Medical Devices,NASDAQ,69.17,21.08,97.5,69.87,61.26,13.56,56.8,12.33,64.43,17.11,49.9,8.69,25.91,1486720253.048195,56918844.0,0.1086,-61.24,1299800,0.85,26.09,-0.69,25.09,3.27,25.2,2.82,7.09,31.02,1814560,1521676,1516814,0.202
4629,DTCX,Financial Services,Financial Data & Stock Exchanges,NASDAQ,69.14,21.07,96.0,64.02,60.59,13.15,52.44,10.32,41.02,7.12,77.67,28.32,2.24,87854394.38927221,38873626.0,0.0452,-86.42,62000,0.17,2.31,-3.03,2.24,0.0,2.48,-9.68,5.94,59.37,285120,360806,491310,
4630,CLRB,Healthcare,Biotechnology,NASDAQ,69.13,21.05,96.21,65.29,73.31,22.41,54.89,11.4,68.55,19.75,36.12,4.24,3.06,24694698.394057274,7991812.0,0.0055,-85.22,500000,0.25,3.13,-2.24,2.94,4.08,2.93,4.44,13.47,12.13,535280,2016080,1227186,
4631,COO,Healthcare,Medical Instruments & Supplies,NASDAQ,69.05,21.03,85.94,24.42,71.29,20.51,76.46,25.73,98.65,55.81,83.66,36.09,61.45,11630769383.868378,195114398.0,0.031600002,-31.59,1684300,0.78,60.3,1.91,62.07,-1.0,67.21,-8.57,2.49,72.41,2301760,2151133,2104250,0.062
4632,MLCO,Consumer Cyclical,Resorts & Casinos,NASDAQ,69.03,20.99,93.22,47.45,70.48,19.82,81.16,30.23,70.91,21.02,113.33,81.2,5.44,2135603530.5,388291551.0,0.036,-46.4,1738300,1.0,5.47,-0.55,5.55,-1.98,5.61,-3.03,3.78,4.86,2385920,1736403,1631860,0.109
4633,ONON,Consumer Cyclical,Footwear & Accessories,NYSE,69.03,20.99,97.36,69.61,70.3,19.58,72.66,22.68,92.77,43.64,73.39,23.54,37.34,12419865441.137104,333329737.0,0.051,-39.07,5242700,0.82,35.98,3.78,35.77,4.39,35.95,3.87,4.14,19.39,9245930,6401200,7134218,0.145
4634,AMSF,Financial Services,Insurance - Specialty,NASDAQ,69.03,20.99,91.85,41.19,65.62,16.33,73.24,23.17,79.97,27.57,76.91,27.51,31.36,572522441.7258759,18703771.0,0.020499999,-35.39,191300,0.86,30.5,2.82,30.61,2.45,32.08,-2.24,2.28,19.54,223070,222763,227030,0.103
4635,MIND,Technology,Scientific & Technical Instruments,NASDAQ,69.03,20.99,91.35,39.14,64.57,15.52,63.2,15.8,80.79,28.21,120.84,84.87,6.71,60078654.763519764,9089055.0,0.0787,-53.72,69600,0.36,6.8,-1.32,6.55,2.44,7.52,-10.77,5.17,28.81,129730,191533,188854,-0.349
4636,ANVS,Healthcare,Biotechnology,NYSE,69.02,20.95,83.32,19.31,91.85,49.78,76.23,25.53,82.13,29.49,147.76,91.66,1.94,71372546.09749031,34646868.0,0.15609999,-64.73,1103300,0.87,2.2,-11.82,2.06,-5.83,2.15,-9.77,8.51,6.06,802780,1265480,976020,
4637,UFPI,Basic Materials,Lumber & Wood Production,NASDAQ,69.01,20.92,82.23,17.36,71.52,20.7,84.09,33.42,99.83,57.72,76.59,27.2,79.17,4518983322.954788,56480230.0,0.0306,-32.91,601100,1.25,82.32,-3.83,87.08,-9.08,89.81,-11.85,4.24,6.56,577080,482143,457984,-0.084
4638,STXS,Healthcare,Medical Instruments & Supplies,NYSE ARCA,69.01,20.92,85.04,22.53,77.09,25.7,69.83,20.43,85.39,32.63,90.61,47.75,1.73,180812897.3302245,97736700.0,0.0442,-51.81,315100,0.78,1.87,-7.49,1.89,-8.47,1.89,-8.47,5.78,30.0,386150,402503,410418,-0.158
4639,BIVI,Healthcare,Biotechnology,NASDAQ,68.98,20.9,83.2,19.16,75.98,24.62,67.83,19.05,53.81,11.67,35.21,3.99,1.31,9879808.65845251,7541839.0,0.023599999,-89.17,42300,0.47,1.4,-6.43,1.5,-12.67,1.45,-9.66,8.39,9.1,92500,89640,80466,
4640,MMS,Industrials,Specialty Business Services,NYSE,68.97,20.88,84.77,21.93,71.87,21.13,74.08,23.84,85.91,33.11,104.61,74.36,59.9,3118795979.7480927,52540363.0,0.0872,-40.1,1112900,1.41,61.35,-2.36,63.44,-5.58,65.79,-8.95,4.33,42.4,1056860,789120,762944,-0.041
4641,MAIA,Healthcare,Biotechnology,NYSE ARCA,68.96,20.86,81.14,15.23,72.75,21.89,65.01,16.77,158.41,91.89,50.04,8.8,1.23,76608954.50015879,60800758.0,0.056399997,-61.44,556700,0.88,1.3,-5.38,1.31,-6.11,1.36,-9.56,7.41,10.97,563150,632130,689040,
4642,CXM,Technology,Software - Application,NYSE,68.93,20.85,90.99,37.8,67.51,17.43,63.39,15.95,60.63,14.6,76.16,26.57,5.28,1271696836.1769748,248864345.0,0.1982,-43.83,4407200,0.91,5.17,2.13,5.15,2.52,5.51,-4.17,4.79,7.9,3891890,4821310,4336976,0.089
4643,QCLS,Technology,Computer Hardware,NASDAQ,68.91,20.83,96.06,64.4,64.85,15.71,56.78,12.31,54.21,11.79,21.06,1.63,3.74,34005346.97083092,7853429.0,0.9153,-88.87,228300,0.44,4.07,-8.11,3.92,-4.59,3.79,-1.32,11.06,3.63,849980,518530,515976,
4644,KMX,Consumer Cyclical,Auto & Truck Dealerships,NYSE,68.89,20.81,85.2,22.85,65.63,16.35,66.6,18.12,80.31,27.81,47.11,7.59,36.27,5237439048.2302475,141820715.0,0.1204,-49.62,2738200,0.8,38.24,-5.15,38.33,-5.37,40.63,-10.73,4.26,-0.0,2771290,3424130,3324602,-0.012
4645,JJSF,Consumer Defensive,Packaged Foods,NASDAQ,68.89,20.81,82.99,18.82,78.78,27.36,69.82,20.41,74.15,23.3,65.28,16.46,72.55,1338993931.015442,18753416.0,0.1137,-43.86,279700,1.04,73.04,-0.67,79.21,-8.41,79.49,-8.73,5.04,16.42,329460,268036,278824,-0.032
4646,QSI,Healthcare,Medical Devices,NASDAQ,68.88,20.78,91.57,40.11,67.61,17.52,60.49,14.23,60.59,14.57,92.98,54.03,0.86,193806541.95491588,217760163.0,0.13,-72.26,3089100,0.51,0.93,-7.53,0.94,-8.51,0.9,-4.44,8.43,53.79,6501720,6003853,4928554,-0.694
4647,NTRP,Consumer Cyclical,Travel Services,NASDAQ,68.84,20.75,76.12,9.4,73.64,22.7,80.08,29.03,79.75,27.41,136.55,89.5,2.37,32839480.895311356,13570033.0,0.0067000003,-54.42,12000,0.22,2.51,-5.58,2.59,-8.49,2.8,-15.36,8.13,15.57,35940,54246,78472,15.08
4648,INTU,Technology,Software - Application,NASDAQ,68.84,20.75,95.29,58.21,62.77,14.41,60.54,14.28,52.02,10.84,88.48,44.09,399.71,109361712261.0,278274077.0,0.0417,-50.88,3187500,1.03,391.85,2.01,394.74,1.26,408.32,-2.11,4.66,9.66,2629940,3083490,2997268,0.174
4649,LPX,Industrials,Building Products & Equipment,NYSE,68.84,20.75,87.45,28.24,68.27,18.02,71.01,21.28,86.16,33.46,72.07,22.06,67.02,4880760559.442139,69864880.0,0.0801,-34.84,879500,0.67,71.71,-6.54,72.13,-7.08,72.99,-8.18,4.77,0.63,1389030,1313770,1080434,-0.207
4650,OTIS,Industrials,Specialty Industrial Machinery,NYSE,68.8,20.71,84.94,22.33,74.57,23.44,75.67,25.16,91.19,39.59,85.43,38.93,70.94,27247679376.465973,383716076.0,0.045900002,-30.05,3893000,1.01,73.33,-3.26,75.25,-5.73,77.82,-8.84,2.52,67.84,4439800,3866260,3863674,0.064
4651,VST,Utilities,Utilities - Independent Power Producers,NYSE,68.79,20.7,79.86,13.43,88.73,41.32,89.21,41.14,91.52,40.15,93.33,55.38,134.71,47097644660.641846,337182468.0,0.042600002,-38.72,5855900,1.25,145.45,-7.38,152.49,-11.66,155.22,-13.21,4.71,32.33,6530720,4696893,4497052,0.434
4652,NCMI,Communication Services,Advertising Agencies,NASDAQ,68.74,20.68,83.58,19.71,74.52,23.34,71.44,21.76,64.73,17.32,72.65,22.71,2.98,262584804.72820735,93780289.0,0.1221,-46.4,306700,0.83,3.25,-8.31,3.38,-11.83,3.33,-10.51,5.92,28.34,349880,371013,409140,-0.026
4653,ABG,Consumer Cyclical,Auto & Truck Dealerships,NYSE,68.73,20.66,82.03,17.07,75.95,24.59,77.01,26.26,86.11,33.38,80.3,31.25,177.5,3335930361.907959,18618800.0,0.1091,-35.34,319000,1.03,190.86,-7.0,196.41,-9.63,196.96,-9.88,4.17,74.25,291640,309210,278484,-0.009
4654,OST,Technology,Electronic Components,NASDAQ,68.67,20.65,95.27,57.84,67.58,17.5,65.47,17.13,52.56,11.2,34.98,3.92,1.7,10108844.712820053,5963920.0,0.0297,-99.28,0,,1.7,0.0,1.7,0.0,1.7,0.0,,,0,0,0,0.077
4655,MLKN,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,68.65,20.63,81.0,14.98,77.39,25.94,87.51,37.91,117.65,77.55,68.17,18.62,14.21,988698627.328289,68374732.0,0.056500003,-38.7,739300,1.02,15.23,-6.7,16.0,-11.19,16.42,-13.46,3.84,23.85,653460,724096,914224,0.058
4656,PAY,Technology,Software - Infrastructure,NYSE,68.64,20.61,88.09,30.0,81.48,30.29,87.54,38.0,66.64,18.52,86.55,40.56,24.14,3054165188.732683,125789337.0,0.0468,-39.69,743600,1.41,25.72,-6.14,26.83,-10.03,26.0,-7.15,6.72,21.57,603860,527580,514812,0.281
4657,GEOS,Energy,Oil & Gas Equipment & Services,NASDAQ,68.61,20.59,82.62,18.12,58.33,11.91,65.81,17.4,76.65,25.08,98.94,67.68,8.14,97275734.31327295,12935603.0,0.071100004,-72.77,134700,0.55,8.36,-2.63,9.01,-9.66,10.2,-20.2,8.78,37.8,340890,247000,232086,-0.313
4658,GALT,Healthcare,Biotechnology,NASDAQ,68.61,20.59,85.0,22.41,74.17,22.99,78.58,27.58,112.79,73.69,231.02,97.25,2.08,142845567.18223572,65827448.0,0.1761,-70.83,312200,0.98,2.19,-5.02,2.26,-7.96,2.51,-17.13,7.35,6.54,364430,317146,336408,
4659,PETS,Healthcare,Pharmaceutical Retailers,NASDAQ,68.6,20.56,85.13,22.73,69.36,18.78,65.01,16.77,107.63,68.67,39.87,5.41,2.21,47723104.25818205,21400495.0,0.0403,-48.84,82300,1.17,2.26,-2.21,2.27,-2.64,2.32,-4.74,3.91,34.71,56470,70620,78014,-0.217
4660,BTBD,Consumer Cyclical,Restaurants,NASDAQ,68.59,20.54,58.29,2.02,107.2,72.86,122.03,82.72,82.63,30.03,83.49,35.89,1.08,6647102.184132099,6154724.0,0.0275,-80.71,86200,0.06,1.23,-12.2,1.59,-32.08,1.64,-34.15,14.4,-0.0,255370,1348430,1124682,-0.174
4661,ACB,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,68.48,20.53,89.83,34.45,71.18,20.34,69.26,20.09,69.28,20.11,76.95,27.57,3.3,196300321.33287334,59126604.0,5.23,-50.49,480600,0.38,3.37,-2.08,3.42,-3.51,3.43,-3.79,3.3,55.15,662680,1263243,996710,0.068
4662,BTCS,Financial Services,Capital Markets,NASDAQ,68.47,20.5,87.52,28.37,84.02,33.37,56.67,12.28,45.34,8.34,90.7,47.95,1.65,91088931.06612718,49775371.0,0.056700002,-80.57,753700,0.77,2.03,-18.72,2.0,-17.5,1.79,-7.82,10.32,0.0,1099410,980506,847486,2.053
4663,DASH,Consumer Cyclical,Internet Retail,NASDAQ,68.47,20.5,86.9,26.89,68.11,17.88,75.97,25.34,73.97,23.07,81.46,32.86,154.65,69366419212.69199,435718722.0,0.0342,-45.83,6069500,1.28,159.51,-3.05,167.24,-7.53,163.99,-5.7,5.11,3.16,6281980,4728810,4466408,0.331
4664,PCOR,Technology,Software - Application,NYSE,68.44,20.46,82.36,17.69,79.66,28.17,76.69,25.92,62.68,15.85,92.47,52.48,47.37,6990743983.568237,150890216.0,0.0842,-42.45,2242300,0.81,49.21,-3.74,53.04,-10.69,54.53,-13.13,6.55,12.58,2955930,2769950,2420426,0.157
4665,LMB,Industrials,Building Products & Equipment,NASDAQ,68.44,20.46,72.44,6.62,105.33,70.68,91.81,48.03,99.67,57.42,55.87,11.33,74.61,865350209.8737488,11921067.0,0.0933,-51.57,333300,1.09,74.09,0.7,86.69,-13.93,83.73,-10.89,11.14,52.41,520190,306680,264484,0.043
4666,LI,Consumer Cyclical,Auto Manufacturers,NASDAQ,68.44,20.46,84.72,21.82,76.53,25.13,80.16,29.1,75.89,24.52,65.63,16.72,16.18,18892496260.021515,1020664291.0,0.041100003,-49.48,8381100,2.39,18.16,-10.9,18.1,-10.61,18.06,-10.41,4.72,44.49,5064450,3510206,3539868,-0.35
4667,FINV,Financial Services,Credit Services,NYSE,68.4,20.43,93.3,47.75,76.69,25.29,70.27,20.73,75.59,24.3,57.27,11.96,4.88,1119085515.4423714,236094002.0,0.0533,-55.23,627200,0.62,5.02,-2.79,4.96,-1.61,4.88,0.0,3.18,32.26,878360,1008820,1277534,-0.119
4668,WXM,Industrials,Industrial Distribution,NASDAQ,68.38,20.41,105.05,84.78,43.67,6.4,43.98,7.36,46.93,9.09,14.15,0.77,0.51,5954283.494019151,10248337.0,0.0004,-87.92,265000,1.1,0.52,-1.92,0.49,4.08,0.49,4.08,19.45,144.13,646020,241260,152388,-0.517
4669,RDNT,Healthcare,Diagnostics & Research,NASDAQ,68.36,20.38,84.84,22.07,82.9,32.06,80.84,29.83,92.3,42.35,115.79,82.5,53.35,4119647576.045471,78634236.0,0.1381,-37.85,411700,0.47,55.25,-3.44,56.39,-5.39,57.78,-7.67,6.04,23.12,1096690,880860,871432,0.221
4670,INMB,Healthcare,Biotechnology,NASDAQ,68.36,20.38,93.98,51.21,64.84,15.68,55.83,11.87,46.04,8.71,39.12,5.12,1.41,41207148.63231611,26585258.0,0.1499,-87.89,326400,0.79,1.47,-4.08,1.45,-2.76,1.34,5.22,8.49,8.36,749570,411393,434254,
4671,STKS,Consumer Cyclical,Restaurants,NASDAQ,68.31,20.35,92.37,43.45,70.0,19.35,57.45,12.68,73.15,22.73,54.67,10.72,1.85,60603456.56540716,31564301.0,0.0553,-64.83,10700,0.32,1.94,-4.64,1.84,0.54,1.81,2.21,6.22,-0.0,32310,33953,45044,0.008
4672,TOPP,Industrials,Trucking,NYSE ARCA,68.31,20.35,95.18,57.09,69.71,19.05,63.4,15.97,49.94,10.0,45.87,7.21,0.83,17158699.840307236,19700000.0,0.0016,-78.5,5500,0.28,0.93,-10.75,0.88,-5.68,0.82,1.22,10.22,58.92,28330,19376,21054,0.077
4673,CBRL,Consumer Cyclical,Restaurants,NASDAQ,68.28,20.33,91.01,37.87,70.42,19.73,68.63,19.69,79.4,26.99,44.42,6.85,28.85,686399895.8670273,22351023.0,0.413,-59.89,1188300,1.18,30.15,-4.31,30.24,-4.6,29.04,-0.65,5.69,10.36,1053550,1006983,1037618,-0.079
4674,BGI,Consumer Cyclical,Luxury Goods,NYSE ARCA,68.25,20.31,82.86,18.52,67.24,17.23,72.29,22.34,78.58,26.35,105.45,75.08,0.65,13520334.673282623,19594688.0,0.0108,-58.6,10800,0.43,0.68,-4.41,0.69,-5.8,0.72,-9.72,6.26,0.0,14380,24943,25844,0.162
4675,GDDY,Technology,Software - Infrastructure,NYSE,68.24,20.29,98.8,73.4,62.5,14.29,60.92,14.62,54.46,11.9,68.27,18.68,90.45,11543490501.868279,132409847.0,0.060100004,-52.52,1927900,0.91,88.04,2.74,87.29,3.62,84.69,6.8,5.18,9.49,1918940,2109330,2099532,0.061
4676,SPOK,Healthcare,Health Information Services,NASDAQ,68.22,20.27,91.22,38.71,67.91,17.79,69.93,20.5,87.97,35.43,72.74,22.94,10.96,226624066.467762,20887010.0,0.0252,-43.24,141200,0.85,10.84,1.11,10.97,-0.09,11.15,-1.7,3.19,17.18,181710,165613,171746,-0.085
4677,SGRY,Healthcare,Medical Care Facilities,NASDAQ,68.22,20.27,91.76,40.87,69.81,19.13,70.46,20.91,72.41,22.18,63.48,15.57,13.69,1824494834.9541378,130788162.0,0.23969999,-43.2,1759100,1.19,14.14,-3.18,14.25,-3.93,13.28,3.09,5.15,26.96,2070210,1482570,1477732,0.045
4678,SSTI,Technology,Software - Application,NASDAQ,68.19,20.24,93.53,48.93,65.47,16.16,60.68,14.43,71.09,21.2,42.25,6.21,6.75,85755061.45753956,12953937.0,0.0958,-60.11,83100,0.9,6.69,0.9,6.77,-0.3,6.71,0.6,5.67,91.42,119080,92106,100580,-0.147
4679,PETZ,Consumer Cyclical,Restaurants,NASDAQ,68.18,20.22,73.61,7.41,82.87,31.94,85.98,35.78,103.93,63.73,81.13,32.45,0.81,9910337.0584867,10323268.0,0.0008,-51.79,53300,12.57,0.96,-15.62,0.98,-17.35,1.09,-25.69,4.07,-0.0,7170,4240,4800,0.446
4680,SBC,Industrials,Consulting Services,NASDAQ,68.16,20.21,74.17,7.8,73.6,22.63,73.88,23.68,102.52,61.88,64.09,15.83,2.89,304653523.6447499,102576943.0,0.0167,-49.74,176600,1.13,3.1,-6.77,3.24,-10.8,3.69,-21.68,4.72,80.71,138670,156363,109500,-0.09
4681,CCS,Real Estate,Real Estate - Development,NYSE,68.15,20.19,78.35,11.61,77.24,25.8,89.84,42.76,107.32,68.26,82.34,34.11,48.44,1392722099.0701523,28769306.0,0.09020001,-36.26,374500,1.25,52.09,-7.01,55.13,-12.13,56.92,-14.9,4.4,54.67,385250,299023,292826,-0.126
4682,HUIZ,Financial Services,Insurance Brokers,NASDAQ,68.13,20.17,100.27,76.71,62.5,14.29,62.6,15.5,68.14,19.38,111.35,79.76,1.77,18089875.654483795,10106076.0,0.029000001,-60.93,7100,0.35,1.65,7.27,1.65,7.27,1.63,8.59,11.09,43.3,15680,20476,296598,0.577
4683,HROW,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,68.08,20.16,71.52,6.2,100.86,65.43,95.93,56.56,142.71,88.58,105.27,74.9,30.68,1163356055.3436203,37275107.0,0.1935,-44.07,554800,0.7,33.81,-9.26,37.11,-17.33,36.51,-15.97,7.2,8.15,1396110,797613,740546,-0.076
4684,QXO,Industrials,Industrial Distribution,NYSE,68.05,20.14,72.32,6.55,89.61,43.6,104.48,69.23,140.71,88.09,90.73,47.98,15.95,11841993874.57407,725168030.0,0.16229999,-42.23,23497900,1.36,17.69,-9.84,19.09,-16.45,20.06,-20.49,6.09,46.36,17375420,17220016,13214164,127.163
4685,ATPC,Consumer Defensive,Packaged Foods,NASDAQ,68.03,20.12,78.09,11.24,64.52,15.45,56.85,12.39,53.42,11.57,82.6,34.66,2.16,2211383.4981708527,1000626.0,0.0097,-98.18,60100,1.23,2.3,-6.09,2.33,-7.3,2.7,-20.0,13.68,60.9,53440,48993,2421456,0.109
4686,STUB,Communication Services,Internet Content & Information,NYSE,68.0,20.11,122.77,94.27,43.37,6.31,35.74,5.46,55.99,12.48,49.68,8.58,9.54,3297331890.030899,373847166.0,0.0759,-65.79,6979000,1.5,8.16,16.91,7.72,23.58,7.19,32.68,6.64,16.58,6881560,4665656,4599520,0.122
4687,SORA,Consumer Cyclical,Luxury Goods,NASDAQ,67.99,20.07,103.01,81.72,86.48,36.58,59.65,13.72,37.25,5.69,68.08,18.56,2.39,67630080.71136475,24864000.0,0.0008,-83.11,2300,0.17,2.63,-9.13,2.67,-10.49,2.25,6.22,10.85,44.36,10840,13766,11658,-0.319
4688,USPH,Healthcare,Medical Care Facilities,NYSE,67.99,20.07,77.57,10.69,81.77,30.62,85.44,35.33,101.0,59.71,77.35,27.9,61.61,955892157.9898262,15218789.0,0.0789,-34.11,218700,0.97,62.69,-1.72,68.06,-9.48,72.7,-15.25,6.64,4.89,357430,224776,199238,0.079
4689,SAP,Technology,Software - Application,NYSE,67.99,20.07,96.24,65.45,64.17,15.29,61.97,15.07,68.54,19.73,79.94,30.87,178.8,199805440150.17783,1178932294.0,0.0077,-42.93,5875600,1.45,170.68,4.76,169.88,5.25,171.82,4.06,3.2,4.9,4120210,4055800,3495078,0.06
4690,PGY,Technology,Software - Infrastructure,NASDAQ,67.94,20.03,88.03,29.79,68.4,18.15,68.75,19.75,50.41,10.17,129.0,87.62,12.64,1122071197.5187283,82870842.0,0.1992,-71.9,2408700,0.64,13.94,-9.33,13.91,-9.13,12.79,-1.17,7.27,11.97,4758470,3752786,3409686,0.096
4691,DQ,Technology,Semiconductor Equipment & Materials,NYSE,67.94,20.03,76.23,9.54,85.63,35.3,84.1,33.47,102.48,61.83,144.36,90.97,17.08,1230847068.167616,67666137.0,0.0736,-53.32,525000,0.6,18.49,-7.63,19.81,-13.78,20.91,-18.32,6.09,21.15,902450,878973,759460,-0.784
4692,TYL,Technology,Software - Application,NYSE,67.9,20.01,93.11,46.92,66.42,16.84,61.46,14.91,54.68,12.01,70.97,21.23,322.74,12831328301.594849,41140555.0,0.043,-48.06,1005200,1.5,315.13,2.41,327.75,-1.53,334.39,-3.48,4.67,28.61,997910,670983,583256,0.086
4693,CION,Financial Services,Asset Management,NYSE,67.89,19.98,82.87,18.54,81.97,30.88,77.01,26.26,81.33,28.66,88.82,44.63,6.6,335081384.2496538,49789210.0,0.0177,-39.62,495500,0.81,6.9,-4.35,7.23,-8.71,7.01,-5.85,4.08,16.73,755510,610943,708650,-0.071
4694,FSV,Real Estate,Real Estate Services,NASDAQ,67.89,19.98,87.14,27.45,65.5,16.21,76.7,25.95,82.39,29.76,73.66,23.64,127.13,5964246318.265106,45984938.0,2.38,-39.36,695100,3.07,131.03,-2.98,135.52,-6.19,139.46,-8.84,4.12,2.1,243220,226323,202136,0.053
