Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,Relative Strength Short Term,Short Term Percentile,10D_RS_Percentile,1M_RS_Percentile,3M_RS_Percentile,6M_RS_Percentile,Price,MarketCap,Float,ShortFloatPct,PctFrom52WkHigh,Volume,VolumeVsAvgVol30,MA10,PriceVsMA10Pct,MA21,PriceVsMA21Pct,MA50,PriceVsMA50Pct,ATR14Pct,LoDDistATR,AvgVol10,AvgVol30,AvgVol50,RevenueGrowth
5219,MNTS,Industrials,Aerospace & Defense,NASDAQ,54.94,11.13,118.32,92.99,5.24,6.13,2.81,2.48,5.81,33681031.5212574,6180006.0,0.1859,-86.67,1868261,0.54,5.45,6.61,5.3,9.62,4.8,21.04,13.45,33.28,3018846,3434248,2408269,8.984
5220,PTLO,Consumer Cyclical,Restaurants,NASDAQ,54.93,11.11,70.52,5.74,15.86,26.03,24.88,7.9,3.98,288076214.2205572,72380958.0,0.1338,-70.1,2275804,1.14,4.12,-3.4,5.16,-22.87,5.37,-25.88,8.61,30.66,2730360,1990323,1714244,0.035
5221,RPD,Technology,Software - Infrastructure,NASDAQ,54.93,11.11,103.7,82.99,5.3,5.04,3.81,9.21,6.96,434399017.0,66830618.0,0.1294,-73.08,2550055,1.15,6.57,5.94,6.34,9.78,6.06,14.85,6.75,59.58,2099645,2209178,2272505,-0.003
5222,MAMO,Consumer Cyclical,Recreational Vehicles,NASDAQ,54.92,11.08,92.52,44.31,7.32,5.3,3.1,89.38,0.98,41224540.897119045,41640950.0,0.0381,-82.47,49124,0.02,0.99,-1.01,1.0,-2.0,1.02,-3.92,4.2,66.09,83192,2268024,1412736,0.157
5223,TIL,Healthcare,Biotechnology,NASDAQ,54.84,11.06,92.54,44.38,13.35,16.03,8.94,6.37,8.02,54730552.32030487,6781977.0,0.0647,-81.26,59789,2.21,8.07,-0.62,8.06,-0.5,8.29,-3.26,3.39,-0.0,38918,27092,27601,
5224,OI,Consumer Cyclical,Packaging & Containers,NYSE,54.8,11.05,79.27,12.7,10.56,20.66,66.84,48.19,8.6,1280051409.5291424,153299563.0,0.1177,-49.14,3507436,1.39,8.84,-2.71,9.36,-8.12,10.09,-14.77,6.04,86.66,2357413,2519584,2510614,-0.017
5225,STIM,Healthcare,Medical Devices,NASDAQ,54.77,11.03,65.47,3.38,28.98,9.26,11.12,9.63,1.18,89072433.20907593,69587840.0,0.3048,-75.67,3200273,1.29,1.46,-19.18,1.63,-27.61,1.5,-21.33,19.03,28.95,3284717,2478585,2484151,0.078
5226,HXHX,Industrials,Integrated Freight & Logistics,NASDAQ,54.73,11.01,78.26,11.47,16.49,18.54,10.76,4.55,0.44,6187499.836087227,13750000.0,0.0152,-79.15,33119,0.09,0.46,-4.35,0.52,-15.38,0.51,-13.73,13.6,28.4,74051,364980,660682,-0.065
5227,REPL,Healthcare,Biotechnology,NASDAQ,54.72,10.98,128.29,95.46,4.14,3.6,36.93,79.24,4.7,431029053.8555751,82572619.0,0.4592,-64.5,4526636,0.43,4.38,7.31,3.42,37.43,5.0,-6.0,13.24,1.61,8467293,10518161,7038962,
5228,ATHR,Technology,Software - Application,NASDAQ,54.72,10.98,103.94,83.42,9.56,9.43,8.4,24.06,3.64,45178395.94746351,12144730.0,0.099300005,-81.51,1449,0.12,3.79,-3.96,3.85,-5.45,3.18,14.47,9.4,-0.0,8244,12318,13216,-0.045
5229,QRHC,Industrials,Waste Management,NASDAQ,54.72,10.98,89.11,32.48,8.83,11.99,24.08,17.01,1.14,22064299.997992516,21013620.0,0.0041,-54.22,16752,0.43,1.09,4.59,1.11,2.7,1.14,0.0,5.14,136.59,47115,38645,67049,-0.098
5230,ARQ,Industrials,Pollution & Treatment Controls,NASDAQ,54.66,10.95,96.69,67.11,7.09,7.84,20.53,8.86,2.54,112466791.04747963,42926258.0,0.047,-67.81,166999,0.48,2.59,-1.93,2.43,4.53,2.3,10.43,7.14,22.05,341269,349779,965855,0.066
5231,HUBS,Technology,Software - Application,NYSE,54.65,10.93,82.78,18.37,12.98,9.95,7.46,11.43,208.19,10155212902.994629,51190708.0,0.1104,-68.18,1991151,0.99,202.47,2.83,217.11,-4.11,230.0,-9.48,9.22,15.22,2800765,2002348,1665749,0.234
5232,HELP,Healthcare,Biotechnology,NASDAQ,54.6,10.91,71.1,5.96,18.75,14.25,37.1,16.05,4.18,233005595.5766201,49894131.0,1.72,-57.48,891095,0.66,4.99,-16.23,5.16,-18.99,5.09,-17.88,7.83,9.17,698509,1342456,1122841,
5233,ELBM,Basic Materials,Other Industrial Metals & Mining,NASDAQ,54.5,10.9,80.53,14.4,11.0,8.55,21.5,22.03,0.57,62139257.29561806,103738330.0,0.0097,-93.45,680567,0.62,0.62,-8.06,0.61,-6.56,0.61,-6.56,8.58,23.09,808186,1097458,950199,
5234,ACXP,Healthcare,Biotechnology,NASDAQ,54.43,10.88,81.42,15.99,9.25,8.91,3.37,8.3,1.88,8251656.775561094,4297738.0,0.0423,-91.05,153338,1.03,2.01,-6.47,2.05,-8.29,3.09,-39.16,9.22,63.45,113113,149034,3732294,
5235,KD,Technology,Information Technology Services,NYSE,54.41,10.86,81.95,16.82,7.63,8.0,4.95,16.01,12.03,2552062144.638977,225447192.0,0.15359999,-72.78,3842602,0.87,11.85,1.52,12.98,-7.32,12.93,-6.96,5.95,37.69,5373740,4395910,3970090,-0.008
5236,OFAL,Industrials,Engineering & Construction,NASDAQ,54.34,10.84,74.37,7.98,54.02,23.31,5.41,2.32,0.49,15024636.61340046,26266846.0,0.0291,-94.99,509740,1.75,0.66,-25.76,0.71,-30.99,0.58,-15.52,24.94,53.19,505054,290638,313738,4.05
5237,ROCK,Industrials,Building Products & Equipment,NASDAQ,54.34,10.84,78.58,11.86,12.4,15.45,32.23,17.99,33.82,1049438725.9023476,29661919.0,0.066199996,-54.95,296844,0.83,37.44,-9.67,38.27,-11.63,39.49,-14.36,6.03,2.94,430404,355841,361770,0.446
5238,SDEV,Financial Services,Asset Management,NYSE ARCA,54.33,10.8,93.51,48.89,5.69,3.89,18.61,92.26,1.55,43665047.179125905,26625029.0,0.118999995,-98.45,53706,0.4,1.64,-5.49,1.47,5.44,1.48,4.73,10.28,0.0,111420,132843,334146,
5239,TRUP,Financial Services,Insurance - Property & Casualty,NASDAQ,54.33,10.8,78.15,11.35,12.7,18.51,17.45,22.6,22.08,974045136.4320221,43620472.0,0.1019,-61.86,364586,0.95,23.46,-5.88,24.86,-11.18,25.48,-13.34,6.11,7.41,359498,383456,382657,0.123
5240,MNKD,Healthcare,Biotechnology,NASDAQ,54.29,10.78,91.07,38.05,8.27,8.98,68.06,59.86,2.96,954655986.4225945,308950166.0,0.097600006,-54.53,4414963,0.78,3.27,-9.48,3.0,-1.33,2.76,7.25,9.36,10.82,9807986,5650338,5849839,0.151
5241,SIEB,Financial Services,Capital Markets,NASDAQ,54.28,10.76,88.06,29.87,7.79,9.04,15.99,43.03,1.73,72465455.93911362,40940936.0,0.031,-70.02,18716,0.82,1.76,-1.7,1.78,-2.81,1.86,-6.99,3.84,30.11,19511,22750,27438,-0.193
5242,PBM,Healthcare,Biotechnology,NASDAQ,54.26,10.74,88.84,31.78,18.41,16.89,0.08,2.57,3.91,11260137.020069122,2293307.0,0.0182,-99.17,134329,0.03,5.2,-24.81,6.27,-37.64,4.45,-12.13,19.3,21.2,139442,5346710,3214052,
5243,Z,Communication Services,Internet Content & Information,NASDAQ,54.19,10.73,78.08,11.22,11.87,14.04,11.96,35.3,36.0,8616676129.687614,228801810.0,0.0763,-61.65,4057719,1.24,39.64,-9.18,42.36,-15.01,42.66,-15.61,5.41,12.32,4160151,3266247,3574574,0.184
5244,XPOF,Consumer Cyclical,Leisure,NYSE,54.11,10.71,64.68,3.2,18.75,27.21,55.49,9.82,4.83,200590828.40251923,41877000.0,0.2666,-56.64,1045653,2.13,5.35,-9.72,6.03,-19.9,6.24,-22.6,8.88,95.6,760645,491791,496977,-0.21
5245,SLAI,Technology,Information Technology Services,NYSE,54.05,10.69,93.38,48.16,7.53,10.14,6.16,10.0,0.77,15035358.73133111,19783367.0,0.026600001,-90.46,129313,0.64,0.77,0.0,0.78,-1.28,0.81,-4.94,9.73,93.43,127441,200520,675284,-0.138
5246,RXST,Healthcare,Medical Devices,NASDAQ,54.04,10.68,76.53,9.82,21.99,17.94,19.97,17.16,5.95,235132732.0138011,41396609.0,0.1421,-64.46,474351,0.67,5.85,1.71,6.56,-9.3,6.78,-12.24,6.66,15.15,867415,703695,717207,-0.185
5247,HAIN,Consumer Defensive,Packaged Foods,NASDAQ,53.98,10.66,91.14,38.45,6.97,11.27,8.55,5.24,0.75,70397714.15782714,90253483.0,0.1082,-66.22,680675,0.66,0.75,0.0,0.77,-2.6,0.75,0.0,10.58,47.49,844897,1038482,1187577,-0.133
5248,TKLF,Consumer Cyclical,Specialty Retail,NASDAQ,53.97,10.63,80.48,14.31,12.33,15.75,26.88,20.33,2.0,8804184.157064438,4232781.0,0.0802,-53.71,10822,1.61,2.11,-5.21,2.17,-7.83,2.29,-12.66,9.09,110.02,9382,6707,33588,0.943
5249,ZVIA,Consumer Defensive,Beverages - Non-Alcoholic,NYSE,53.97,10.63,99.53,75.01,9.25,8.32,9.87,66.34,1.35,95461073.61025918,71775241.0,0.038399998,-63.11,1403500,2.11,1.32,2.27,1.29,4.65,1.25,8.0,10.26,3.61,1329700,666336,617212,0.212
5250,HUMA,Healthcare,Biotechnology,NASDAQ,53.92,10.59,98.19,71.67,14.62,7.22,17.25,9.24,0.83,206477772.0280044,222019108.0,0.2028,-71.67,4116511,0.7,0.98,-15.31,0.89,-6.74,0.84,-1.19,14.35,8.4,8812541,5847620,7589764,-0.043
5251,KVYO,Technology,Software - Application,NYSE,53.92,10.59,68.37,4.61,31.06,19.94,8.61,22.97,14.7,4303643745.189857,299279813.0,0.1142,-60.01,8055400,1.18,14.9,-1.34,17.88,-17.79,18.36,-19.93,10.85,1.25,10198730,6840730,5332818,0.279
5252,HSDT,Financial Services,Asset Management,NASDAQ,53.92,10.59,100.59,77.55,7.75,4.83,3.27,1.89,2.16,126578307.7757721,55034048.0,0.0247,-99.16,151463,0.58,2.22,-2.7,2.15,0.47,2.06,4.85,6.28,29.47,263426,262555,334953,33.395
5253,LUCY,Healthcare,Medical Instruments & Supplies,NASDAQ,53.88,10.56,83.45,19.43,15.21,11.58,8.23,8.64,0.93,5859614.775065839,6300661.0,0.0043,-81.29,105411,1.09,0.99,-6.06,1.02,-8.82,1.06,-12.26,4.25,73.42,121351,96810,85514,0.702
5254,FMST,Basic Materials,Other Industrial Metals & Mining,NASDAQ,53.87,10.54,80.02,13.64,25.62,60.02,71.33,81.02,1.52,28653820.64473629,16280580.0,0.0117999995,-73.51,99693,0.7,1.68,-9.52,1.71,-11.11,1.79,-15.08,9.49,13.87,140529,142826,142477,
5255,VRM,Financial Services,Credit Services,NASDAQ,53.86,10.52,80.69,14.61,8.15,15.45,17.02,14.43,12.29,58208615.68889618,5206495.0,0.045700002,-64.88,4482,0.54,11.91,3.19,13.77,-10.75,13.65,-9.96,10.31,38.67,6468,8299,15081,-0.55
5256,SDHC,Real Estate,Real Estate - Development,NYSE,53.81,10.51,72.52,6.66,13.52,18.84,31.5,25.78,10.84,93238861.32684517,8347257.0,0.2636,-53.87,36746,0.4,11.99,-9.59,12.97,-16.42,13.06,-17.0,6.93,4.0,103034,90801,157268,-0.081
5257,WIMI,Communication Services,Advertising Agencies,NASDAQ,53.66,10.49,79.31,12.71,8.34,9.69,7.65,10.72,1.51,27945281.729332924,18385054.0,0.0543,-73.27,89788,0.1,1.56,-3.21,1.66,-9.04,1.78,-15.17,8.49,31.03,436578,944169,591125,-0.068
5258,REE,Consumer Cyclical,Auto Parts,NASDAQ,53.64,10.47,70.3,5.67,9.06,11.47,12.85,13.02,0.4,12665972.379824936,28656046.0,0.0134000005,-77.23,74163,1.61,0.43,-6.98,0.5,-20.0,0.56,-28.57,11.71,-0.0,65016,45995,40363,45.375
5259,PLAY,Communication Services,Entertainment,NASDAQ,53.63,10.46,82.98,18.77,7.54,10.67,25.55,8.59,10.72,351215372.6231718,34739405.0,0.3397,-69.83,1299039,0.78,10.3,4.08,11.11,-3.51,11.99,-10.59,6.45,105.64,1551333,1656897,1875798,-0.009
5260,EU,Energy,Uranium,NASDAQ,53.53,10.44,65.97,3.6,17.58,20.97,67.56,54.8,1.39,295234162.37529945,194233004.0,0.121199995,-66.75,4562273,1.66,1.64,-15.24,1.79,-22.35,1.86,-25.27,8.79,40.94,3757107,2750479,2713835,0.003
5261,DJT,Communication Services,Internet Content & Information,NASDAQ,53.5,10.42,79.2,12.64,9.97,10.17,13.96,6.92,8.0,2401189709.8899,276953828.0,0.074499995,-70.37,3123996,0.82,8.75,-8.57,9.07,-11.8,9.28,-13.79,4.89,0.0,4075089,3813753,3710477,0.061
5262,LFCR,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,53.47,10.41,79.75,13.29,13.76,16.32,52.73,67.17,4.38,165041394.3771758,37509407.0,0.088599995,-51.22,160465,0.63,4.58,-4.37,4.85,-9.69,4.76,-7.98,6.54,55.86,197576,256558,380725,
5263,MVIS,Technology,Scientific & Technical Instruments,NASDAQ,53.46,10.38,79.6,13.06,16.54,11.03,19.25,26.77,0.56,183110327.89958757,326982727.0,0.21149999,-67.63,4183129,0.7,0.64,-12.5,0.65,-13.85,0.64,-12.5,11.65,38.34,10968642,5953874,5579416,0.587
5264,GTBP,Healthcare,Biotechnology,NASDAQ,53.46,10.38,101.84,79.86,6.2,5.09,5.78,5.25,0.43,14035215.529181063,35622375.0,0.017,-88.83,3493040,2.49,0.38,13.16,0.35,22.86,0.39,10.26,12.68,123.64,2768744,1405461,1092936,
5265,AZTA,Healthcare,Medical Instruments & Supplies,NASDAQ,53.4,10.36,66.83,3.9,26.35,21.08,27.43,65.69,17.65,738406741.1796112,46092804.0,0.2035,-57.7,1795196,1.42,17.54,0.63,21.43,-17.64,21.87,-19.3,8.93,93.93,2075699,1261036,1174463,0.01
5266,CHWY,Consumer Cyclical,Internet Retail,NYSE,53.36,10.34,73.3,7.17,18.48,21.37,15.31,26.06,19.66,8866886080.029366,416676964.0,0.0892,-59.56,19073037,2.37,22.23,-11.56,24.08,-18.36,25.09,-21.64,5.53,17.94,10168973,8051971,8310416,0.005
5267,SLND,Industrials,Engineering & Construction,NYSE ARCA,53.33,10.32,107.11,87.14,4.19,3.28,4.45,33.17,1.27,65062660.98535776,54218882.0,0.048299998,-76.22,36295,0.38,1.21,4.96,1.13,12.39,1.11,14.41,11.61,0.0,107539,94916,511053,-0.28
5268,IMA,Healthcare,Biotechnology,NASDAQ,53.28,10.31,87.35,27.95,10.34,12.5,13.19,5.84,5.25,64065456.46380901,11279130.0,0.0424,-70.83,14734,0.02,5.69,-7.73,5.76,-8.85,5.6,-6.25,7.78,0.0,60603,699867,436408,
5269,JBDI,Consumer Cyclical,Specialty Retail,NASDAQ,53.26,10.29,84.25,20.98,9.4,17.91,22.66,70.62,0.54,11607729.312212944,19029064.0,0.0018000001,-82.0,20942,2.2,0.58,-6.9,0.58,-6.9,0.61,-11.48,6.31,-0.0,12204,9538,20270,-0.081
5270,MBC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYSE,53.18,10.27,71.22,6.01,12.75,17.38,38.98,21.82,6.78,895892130.0,127984590.0,0.2158,-52.32,2518037,0.95,7.26,-6.61,8.19,-17.22,8.29,-18.21,6.12,41.0,4016953,2650211,2543660,-0.064
5271,JZ,Technology,Information Technology Services,NASDAQ,53.13,10.26,98.08,71.31,12.21,9.13,6.94,6.48,0.88,47249380.0,47249380.0,0.0001,-80.7,123587,1.16,0.89,-1.12,0.9,-2.22,0.91,-3.3,19.81,45.9,250118,106462,224405,0.581
5272,ECX,Consumer Cyclical,Auto Parts,NASDAQ,53.1,10.24,77.16,10.44,10.96,21.46,28.16,60.4,0.96,415355395.2792492,381059984.0,0.0189,-64.44,1770904,1.59,1.09,-11.93,1.11,-13.51,1.1,-12.73,8.42,37.1,1414350,1110313,2465080,0.129
5273,THRY,Technology,Software - Application,NASDAQ,53.09,10.22,96.8,67.66,9.03,6.17,6.33,4.33,3.55,151232774.06657267,44349786.0,0.109799996,-75.2,884549,0.98,3.52,0.85,3.56,-0.28,3.17,11.99,9.0,46.93,913624,904998,886060,-0.075
5274,AORT,Healthcare,Medical Devices,NYSE,53.08,10.2,59.12,2.21,50.66,54.53,47.11,87.51,22.73,1105332101.7213821,48543350.0,0.0476,-52.89,624884,0.94,25.69,-11.52,31.28,-27.33,34.22,-33.58,11.13,3.56,1338628,662469,573039,0.175
5275,CAI,Healthcare,Biotechnology,NASDAQ,53.07,10.19,72.25,6.48,15.83,17.81,13.47,23.2,14.96,4113004166.1670637,282680695.0,0.1105,-64.8,2431679,0.92,16.24,-7.88,17.85,-16.19,18.49,-19.09,8.87,22.23,4377997,2632272,2636773,0.788
5276,INTZ,Technology,Software - Infrastructure,NASDAQ,53.03,10.16,85.45,23.47,8.77,10.86,10.19,78.09,0.73,15073109.034254551,20369066.0,0.0164,-72.35,109358,0.91,0.76,-3.95,0.78,-6.41,0.89,-17.98,7.04,68.71,139365,120071,139559,-0.116
5277,IOTR,Communication Services,Telecom Services,NASDAQ,53.03,10.16,71.49,6.16,12.51,14.31,8.66,5.78,1.9,5053052.043385267,2565001.0,0.026500002,-74.56,3463,0.2,2.14,-11.21,2.4,-20.83,2.32,-18.1,13.72,0.0,17206,17385,197189,0.398
5278,NIXX,Industrials,Staffing & Employment Services,NASDAQ,53.01,10.14,78.17,11.38,11.78,8.19,4.34,11.75,0.52,15893426.090402305,26892429.0,0.0507,-78.95,260219,0.38,0.6,-13.33,0.6,-13.33,0.73,-28.77,11.2,6.01,580091,682047,989876,19.828
5279,ACCL,Industrials,Consulting Services,NASDAQ,53.0,10.11,92.89,46.01,9.7,11.78,4.16,68.28,1.42,19808857.40133524,13949900.0,0.028199999,-71.6,35252,0.65,1.44,-1.39,1.45,-2.07,1.44,-1.39,4.34,146.12,14025,54038,39321,0.007
5280,LULU,Consumer Cyclical,Apparel Retail,NASDAQ,53.0,10.11,75.76,9.09,12.81,23.19,23.3,12.49,119.22,13976446526.918976,117311118.0,0.066300005,-64.96,2594296,0.85,124.92,-4.56,134.42,-11.31,149.15,-20.07,3.0,32.1,3030129,3065446,3090135,0.008
5281,ABVC,Healthcare,Biotechnology,NASDAQ,52.98,10.09,84.38,21.21,7.46,15.61,31.73,96.2,1.1,27944576.105734706,25637225.0,0.0124,-79.93,66692,0.77,1.07,2.8,1.08,1.85,1.18,-6.78,6.36,121.43,89649,87039,98439,
5282,ELF,Consumer Defensive,Household & Personal Products,NYSE,52.95,10.07,76.71,10.03,12.18,19.03,63.24,15.64,52.98,3332317864.791313,59052239.0,0.14819999,-64.91,4205811,1.56,56.84,-6.79,60.33,-12.18,64.85,-18.3,5.86,18.67,3410341,2700597,2600290,0.378
5283,CFND,Financial Services,Asset Management,NYSE,52.91,10.05,85.15,22.77,8.83,9.64,9.48,10.25,3.36,23751011.635468006,6766670.0,0.07,-65.64,4739,0.17,3.47,-3.17,3.64,-7.69,3.76,-10.64,5.55,0.0,40273,28434,23800,
5284,AZTR,Healthcare,Biotechnology,NYSE ARCA,52.9,10.04,83.47,19.47,9.33,5.57,3.05,1.39,0.19,2914638.955817342,16192438.0,0.024600001,-92.08,401103,0.67,0.21,-9.52,0.22,-13.64,0.22,-13.64,9.8,30.61,505130,595760,14421680,
5285,DOMO,Technology,Software - Application,NASDAQ,52.85,10.02,97.11,68.69,6.61,7.11,3.77,41.27,3.67,158463856.5494504,45146398.0,0.1129,-80.15,789596,0.78,3.67,0.0,3.72,-1.34,3.56,3.09,6.8,14.03,660649,1006676,1884541,0.011
5286,FLUX,Industrials,Electrical Equipment & Parts,NASDAQ,52.83,10.0,74.49,8.07,25.79,15.17,25.97,35.71,0.97,20934155.747436047,21361383.0,0.0253,-87.15,195592,1.38,1.07,-9.35,1.17,-17.09,1.19,-18.49,9.68,31.94,204399,141749,130915,-0.607
5287,GENI,Communication Services,Internet Content & Information,NYSE,52.78,9.99,101.5,79.4,5.19,6.43,11.74,31.14,5.01,1133517116.4909687,267338957.0,0.0653,-63.51,7818252,1.39,4.52,10.84,4.46,12.33,4.56,9.87,7.51,10.63,7602155,5606611,5773425,0.305
5288,RTB,Technology,Software - Application,NASDAQ,52.77,9.97,77.93,11.08,19.02,22.7,6.07,8.82,5.2,,,,-93.62,19237,0.5,6.52,-20.25,6.33,-17.85,5.9,-11.86,16.48,23.33,30943,38717,54620,
5289,YSXT,Industrials,Specialty Business Services,NASDAQ,52.76,9.94,90.93,37.6,5.98,9.78,5.71,15.22,1.07,30670750.664770603,27882500.0,0.0002,-89.26,9254,0.09,1.06,0.94,1.08,-0.93,1.2,-10.83,6.17,-0.0,26595,99015,160611,0.202
5290,VBIO,Healthcare,Biotechnology,NASDAQ,52.76,9.94,78.53,11.8,10.12,9.56,3.12,5.49,0.81,2762403.5850316286,3139095.0,0.0794,-85.54,89240,0.33,0.97,-16.49,1.04,-22.12,1.01,-19.8,17.01,6.75,162124,274124,338036,
5291,REFR,Technology,Electronic Components,NASDAQ,52.7,9.92,78.7,12.02,12.06,17.24,16.6,85.14,0.77,27894229.2156564,34867786.0,0.0101,-71.48,16771,0.47,0.8,-3.75,0.87,-11.49,0.91,-15.38,10.53,12.33,43377,35825,33979,-0.756
5292,VIOT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,52.68,9.9,84.98,22.36,9.62,13.25,16.82,86.96,0.95,65975296.6840601,67321730.0,0.0013,-78.06,147226,0.77,0.98,-3.06,0.99,-4.04,1.07,-11.21,4.78,34.8,166792,191770,244726,-0.259
5293,CWD,Financial Services,Asset Management,NASDAQ,52.66,9.88,92.39,43.6,6.92,8.35,7.62,16.79,1.02,7053062.0,7053062.0,0.0106,-97.88,285136,1.18,1.0,2.0,1.03,-0.97,1.13,-9.73,12.11,97.11,170283,241241,174570,-0.409
5294,AMS,Healthcare,Medical Care Facilities,NYSE ARCA,52.6,9.87,77.5,10.63,17.28,10.32,28.86,21.29,1.34,9738750.18954277,6625000.0,0.0218,-56.91,34361,0.11,1.69,-20.71,1.57,-14.65,1.65,-18.79,15.46,-0.0,253356,319485,199311,0.159
5295,NVNO,Healthcare,Medical Devices,NASDAQ,52.51,9.85,92.12,42.4,8.04,11.25,8.45,1.48,10.15,6549833.170165062,667669.0,0.117,-94.84,10242,0.94,9.9,2.53,10.81,-6.11,10.94,-7.22,6.83,59.84,11924,10954,13758,
5296,AMWD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,52.44,9.83,73.64,7.46,12.61,16.79,35.45,18.7,34.24,514743818.0277252,14569595.0,0.120299995,-52.55,336610,1.47,36.61,-6.47,40.45,-15.35,40.43,-15.31,6.15,45.15,387811,228937,244354,-0.184
5297,LFS,Communication Services,Entertainment,NASDAQ,52.41,9.82,77.12,10.41,19.4,13.98,16.15,92.87,1.87,48920357.65474355,26160619.0,0.0073,-85.03,25997,0.39,2.02,-7.43,2.02,-7.43,2.22,-15.77,10.4,10.29,85889,67063,91863,0.09
5298,GPK,Consumer Cyclical,Packaging & Containers,NYSE,52.4,9.8,85.31,23.12,11.67,8.92,13.17,13.47,9.54,2852354512.2648726,295887387.0,0.1634,-59.85,3829951,0.53,10.2,-6.47,9.92,-3.83,9.74,-2.05,5.5,32.43,8349305,7249805,7850297,0.017
5299,GOVX,Healthcare,Biotechnology,NASDAQ,52.37,9.78,145.88,97.38,2.32,1.69,0.7,3.42,2.01,4272109.866247177,3473260.0,0.088,-94.22,6554676,0.87,1.59,26.42,1.37,46.72,1.4,43.57,23.63,46.32,21955637,7553892,4559783,
5300,BBNX,Healthcare,Medical Devices,NASDAQ,52.33,9.77,81.4,15.91,11.63,23.41,14.63,92.35,9.42,421553636.39989376,44561695.0,0.1397,-71.2,583957,0.58,9.75,-3.38,10.28,-8.37,10.58,-10.96,5.2,53.03,727505,1010558,998145,0.566
5301,PSIX,Industrials,Specialty Industrial Machinery,NASDAQ,52.32,9.75,47.62,0.99,71.5,85.71,93.51,78.69,36.36,893204937.5,23050450.0,0.1079,-70.14,926433,0.96,52.33,-30.52,63.31,-42.57,64.35,-43.5,20.81,6.34,1831543,964734,847464,-0.051
5302,FIG,Technology,Software - Application,NYSE,52.25,9.73,108.24,88.11,6.8,5.52,6.99,4.01,23.27,12078218106.004839,526972865.0,0.30719998,-83.72,31898341,1.51,20.96,11.02,19.5,19.33,21.07,10.44,7.47,10.35,27994614,21180264,17529346,0.461
5303,EEIQ,Consumer Defensive,Education & Training Services,NASDAQ,52.2,9.72,73.32,7.19,8.13,14.58,4.26,5.41,2.83,4595130.671220541,1629479.0,0.012200001,-89.83,17258,0.14,3.13,-9.58,3.4,-16.76,4.12,-31.31,16.9,69.01,38445,125341,2940255,-0.105
5304,LVWR,Consumer Cyclical,Auto Manufacturers,NYSE,52.19,9.7,68.98,4.97,16.7,12.19,20.56,71.08,1.33,290761789.8125756,204761830.0,0.076,-85.29,99526,0.8,1.49,-10.74,1.69,-21.3,1.64,-18.9,11.82,17.81,125432,124407,220328,0.865
5305,AEHL,Industrials,Building Products & Equipment,NASDAQ,52.07,9.68,468.11,98.97,0.47,0.51,3.23,14.87,3.74,18632852.008541822,5161455.0,0.0085,-92.6,1793110,0.1,2.51,49.0,1.48,152.7,1.41,165.25,25.8,39.37,55315881,18641720,11349130,-0.057
5306,HSCS,Healthcare,Medical Devices,NASDAQ,51.91,9.67,81.12,15.2,11.3,10.2,26.07,20.51,1.88,5764306.817770004,3184700.0,0.010199999,-70.94,4769,0.18,1.9,-1.05,1.96,-4.08,2.18,-13.76,6.72,31.58,23186,26685,20317,
5307,INTS,Healthcare,Biotechnology,NASDAQ,51.84,9.65,81.3,15.61,7.02,7.98,10.02,32.87,4.59,12514056.909313202,2702820.0,0.028900001,-89.45,6953,0.24,4.88,-5.94,5.05,-9.11,5.61,-18.18,5.24,20.8,25905,29528,28947,
5308,SKYE,Healthcare,Biotechnology,NASDAQ,51.79,9.63,86.38,25.62,11.63,10.96,6.69,5.3,0.73,28606990.076672316,35143722.0,0.0513,-87.3,128499,0.65,0.83,-12.05,0.87,-16.09,0.77,-5.19,10.46,7.99,166059,197016,589423,
5309,MDXG,Healthcare,Biotechnology,NASDAQ,51.69,9.61,90.7,36.94,9.51,8.38,20.2,33.85,3.64,530246793.8372569,148945731.0,0.0709,-54.44,1211060,0.67,3.59,1.39,3.49,4.3,3.8,-4.21,4.01,44.5,1550966,1812775,1539621,-0.331
5310,MWG,Industrials,Rental & Leasing Services,NYSE ARCA,51.69,9.61,68.39,4.63,14.55,18.65,22.71,39.83,1.42,5633152.699252129,4142024.0,0.0278,-76.53,14010,0.08,1.59,-10.69,1.79,-20.67,1.87,-24.06,7.46,37.76,497381,177213,112664,0.08
5311,ORGO,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,51.59,9.57,86.67,26.22,9.8,10.07,36.22,87.71,2.43,310105671.72422504,128674548.0,0.19379999,-65.66,1230405,0.74,2.48,-2.02,2.45,-0.82,2.45,-0.82,8.59,4.79,1820640,1656396,1628988,-0.571
5312,NABL,Technology,Information Technology Services,NYSE,51.59,9.57,65.32,3.33,20.73,19.11,10.52,25.21,3.59,638602422.8616691,188378290.0,0.0464,-60.29,1875033,1.43,4.06,-11.58,4.69,-23.45,4.76,-24.58,10.5,18.58,1934853,1311731,1288814,0.131
